Transaction_Text,Amount,Debit_Account,Credit_Account,Transaction_Type
Payment collected from customer,338294,Bank,Accounts Receivable,Customer Receipt
Client payment credited,221531,Bank,Accounts Receivable,Customer Receipt
Client payment credited,218470,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,359081,Bank,Accounts Receivable,Customer Receipt
Customer payment received,317578,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,498176,Bank,Accounts Receivable,Customer Receipt
Client payment credited,262422,Bank,Accounts Receivable,Customer Receipt
Customer payment received,422826,Bank,Accounts Receivable,Customer Receipt
Client payment credited,228124,Bank,Accounts Receivable,Customer Receipt
Customer payment received,491842,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,208263,Bank,Accounts Receivable,Customer Receipt
Customer payment received,459755,Bank,Accounts Receivable,Customer Receipt
Client payment credited,207999,Bank,Accounts Receivable,Customer Receipt
Customer payment received,482918,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,354763,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,112033,Bank,Accounts Receivable,Customer Receipt
Client payment credited,277323,Bank,Accounts Receivable,Customer Receipt
Client payment credited,302685,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,27777,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,361643,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,363926,Bank,Accounts Receivable,Customer Receipt
Customer payment received,384192,Bank,Accounts Receivable,Customer Receipt
Client payment credited,263406,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,44215,Bank,Accounts Receivable,Customer Receipt
Client payment credited,269896,Bank,Accounts Receivable,Customer Receipt
Client payment credited,484217,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,463097,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,94246,Bank,Accounts Receivable,Customer Receipt
Customer payment received,243703,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,419854,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,319222,Bank,Accounts Receivable,Customer Receipt
Customer payment received,399790,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,251422,Bank,Accounts Receivable,Customer Receipt
Customer payment received,411490,Bank,Accounts Receivable,Customer Receipt
Client payment credited,254614,Bank,Accounts Receivable,Customer Receipt
Customer payment received,261254,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,338049,Bank,Accounts Receivable,Customer Receipt
Client payment credited,144003,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,63549,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,84833,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,151035,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,246749,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,292234,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,118859,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,434523,Bank,Accounts Receivable,Customer Receipt
Customer payment received,416059,Bank,Accounts Receivable,Customer Receipt
Customer payment received,42347,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,221566,Bank,Accounts Receivable,Customer Receipt
Client payment credited,294836,Bank,Accounts Receivable,Customer Receipt
Customer payment received,203904,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,300846,Bank,Accounts Receivable,Customer Receipt
Customer payment received,351340,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,261598,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,40158,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,432892,Bank,Accounts Receivable,Customer Receipt
Client payment credited,104073,Bank,Accounts Receivable,Customer Receipt
Customer payment received,460632,Bank,Accounts Receivable,Customer Receipt
Client payment credited,322049,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,111979,Bank,Accounts Receivable,Customer Receipt
Client payment credited,254342,Bank,Accounts Receivable,Customer Receipt
Client payment credited,74619,Bank,Accounts Receivable,Customer Receipt
Customer payment received,191776,Bank,Accounts Receivable,Customer Receipt
Client payment credited,36138,Bank,Accounts Receivable,Customer Receipt
Client payment credited,174795,Bank,Accounts Receivable,Customer Receipt
Customer payment received,289892,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,174810,Bank,Accounts Receivable,Customer Receipt
Customer payment received,222172,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,98408,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,181628,Bank,Accounts Receivable,Customer Receipt
Client payment credited,221673,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,323601,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,432763,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,488639,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,402011,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,168412,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,483003,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,356340,Bank,Accounts Receivable,Customer Receipt
Client payment credited,407362,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,259508,Bank,Accounts Receivable,Customer Receipt
Customer payment received,391022,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,73881,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,209818,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,493614,Bank,Accounts Receivable,Customer Receipt
Client payment credited,303633,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,391722,Bank,Accounts Receivable,Customer Receipt
Client payment credited,314837,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,183846,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,166560,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,468150,Bank,Accounts Receivable,Customer Receipt
Client payment credited,395585,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,176398,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,102594,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,197274,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,235489,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,118266,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,151269,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,174688,Bank,Accounts Receivable,Customer Receipt
Customer payment received,241919,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,246917,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,464966,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,292983,Bank,Accounts Receivable,Customer Receipt
Customer payment received,295551,Bank,Accounts Receivable,Customer Receipt
Customer payment received,302113,Bank,Accounts Receivable,Customer Receipt
Client payment credited,372667,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,210663,Bank,Accounts Receivable,Customer Receipt
Client payment credited,382150,Bank,Accounts Receivable,Customer Receipt
Customer payment received,451383,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,6093,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,460934,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,237335,Bank,Accounts Receivable,Customer Receipt
Customer payment received,260318,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,73974,Bank,Accounts Receivable,Customer Receipt
Client payment credited,258782,Bank,Accounts Receivable,Customer Receipt
Client payment credited,164117,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,332375,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,72608,Bank,Accounts Receivable,Customer Receipt
Customer payment received,364352,Bank,Accounts Receivable,Customer Receipt
Client payment credited,10885,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,240726,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,466382,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,2432,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,291022,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,180503,Bank,Accounts Receivable,Customer Receipt
Customer payment received,109239,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,52883,Bank,Accounts Receivable,Customer Receipt
Customer payment received,9815,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,118028,Bank,Accounts Receivable,Customer Receipt
Client payment credited,157551,Bank,Accounts Receivable,Customer Receipt
Customer payment received,416771,Bank,Accounts Receivable,Customer Receipt
Customer payment received,159926,Bank,Accounts Receivable,Customer Receipt
Client payment credited,322997,Bank,Accounts Receivable,Customer Receipt
Client payment credited,200396,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,264983,Bank,Accounts Receivable,Customer Receipt
Customer payment received,178645,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,450465,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,60911,Bank,Accounts Receivable,Customer Receipt
Customer payment received,214658,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,90917,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,50106,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,353642,Bank,Accounts Receivable,Customer Receipt
Customer payment received,283958,Bank,Accounts Receivable,Customer Receipt
Client payment credited,65394,Bank,Accounts Receivable,Customer Receipt
Customer payment received,316755,Bank,Accounts Receivable,Customer Receipt
Customer payment received,282693,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,65442,Bank,Accounts Receivable,Customer Receipt
Customer payment received,452159,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,295045,Bank,Accounts Receivable,Customer Receipt
Client payment credited,394656,Bank,Accounts Receivable,Customer Receipt
Client payment credited,445207,Bank,Accounts Receivable,Customer Receipt
Client payment credited,61296,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,356755,Bank,Accounts Receivable,Customer Receipt
Customer payment received,276911,Bank,Accounts Receivable,Customer Receipt
Customer payment received,154337,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,155359,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,426273,Bank,Accounts Receivable,Customer Receipt
Customer payment received,490853,Bank,Accounts Receivable,Customer Receipt
Customer payment received,225788,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,93971,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,145897,Bank,Accounts Receivable,Customer Receipt
Customer payment received,434819,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,404464,Bank,Accounts Receivable,Customer Receipt
Client payment credited,197104,Bank,Accounts Receivable,Customer Receipt
Customer payment received,475645,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,341163,Bank,Accounts Receivable,Customer Receipt
Customer payment received,472376,Bank,Accounts Receivable,Customer Receipt
Customer payment received,208837,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,272424,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,3489,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,275751,Bank,Accounts Receivable,Customer Receipt
Client payment credited,231081,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,433730,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,446119,Bank,Accounts Receivable,Customer Receipt
Customer payment received,217627,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,270671,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,267686,Bank,Accounts Receivable,Customer Receipt
Client payment credited,91980,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,409580,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,417829,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,252881,Bank,Accounts Receivable,Customer Receipt
Invoice amount received,378221,Bank,Accounts Receivable,Customer Receipt
Payment collected from customer,380047,Bank,Accounts Receivable,Customer Receipt
Customer payment received,371368,Bank,Accounts Receivable,Customer Receipt
Sales receipt received,3365,Bank,Accounts Receivable,Customer Receipt
Customer payment received,437147,Bank,Accounts Receivable,Customer Receipt
Goods sold,292974,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,10159,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,160717,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,91833,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,475794,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,139623,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,325600,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,199600,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,97144,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,6621,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,368580,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,100193,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,308830,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,220032,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,102057,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,404001,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,409841,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,430139,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,254748,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,258935,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,395384,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,37524,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,469547,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,140504,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,335787,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,244161,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,240670,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,172852,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,468597,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,195094,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,311516,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,472577,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,15443,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,477779,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,359679,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,283466,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,386519,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,67850,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,277587,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,471145,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,78596,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,26233,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,425084,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,33365,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,216317,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,159942,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,82592,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,242016,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,33571,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,370538,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,134742,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,361069,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,130338,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,276146,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,121011,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,284490,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,275619,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,300757,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,194642,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,295571,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,447858,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,231392,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,206172,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,129877,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,283412,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,59360,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,403324,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,16296,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,400867,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,325861,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,3618,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,435669,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,225830,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,427045,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,238139,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,277727,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,408116,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,374086,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,481106,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,81533,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,375902,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,368392,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,472860,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,82393,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,417566,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,85949,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,60511,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,495723,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,340728,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,372566,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,21436,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,374323,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,307679,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,46502,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,488087,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,130940,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,479097,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,227674,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,497536,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,424842,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,421855,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,200280,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,410386,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,91889,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,144703,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,448161,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,254429,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,243019,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,46202,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,237031,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,55940,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,2808,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,154075,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,123356,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,229634,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,293993,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,167660,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,468335,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,284649,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,162966,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,146135,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,21538,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,381955,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,204279,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,418460,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,10521,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,100812,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,338688,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,446010,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,188452,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,9981,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,355223,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,179921,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,248995,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,128424,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,63462,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,115285,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,178986,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,85853,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,220112,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,152106,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,76468,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,469555,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,60239,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,372753,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,199225,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,390725,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,196535,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,151001,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,116625,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,497076,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,289246,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,216053,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,487145,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,251448,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,137389,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,107453,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,98993,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,300599,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,494112,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,160823,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,117512,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,408595,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,27388,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,488431,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,243102,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,39193,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,438922,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,404314,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,303286,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,402044,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,355719,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,78985,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,31958,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,273561,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,288363,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,389502,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,47035,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,29038,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,38822,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,386229,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,495292,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,68602,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,321938,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,473741,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,126465,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,139051,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,250317,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,141529,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,46528,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,317204,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,85451,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,283727,Accounts Receivable,Sales Revenue,Sales Invoice
Sales invoice generated,287208,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,413155,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,127359,Accounts Receivable,Sales Revenue,Sales Invoice
Customer billing completed,19076,Accounts Receivable,Sales Revenue,Sales Invoice
Sales transaction recorded,183205,Accounts Receivable,Sales Revenue,Sales Invoice
Goods sold,68178,Accounts Receivable,Sales Revenue,Sales Invoice
Product sold to customer,173737,Accounts Receivable,Sales Revenue,Sales Invoice
Vendor payment made,258004,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,296455,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,317537,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,113811,Accounts Payable,Bank,Vendor Payment
Vendor payment made,482509,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,406718,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,155855,Accounts Payable,Bank,Vendor Payment
Payment released to supplier,291570,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,38021,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,316246,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,190658,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,393446,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,20523,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,428488,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,443908,Accounts Payable,Bank,Vendor Payment
Vendor payment made,314540,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,341473,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,150641,Accounts Payable,Bank,Vendor Payment
Vendor payment made,296303,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,210027,Accounts Payable,Bank,Vendor Payment
Supplier invoice paid,265872,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,177137,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,272053,Accounts Payable,Bank,Vendor Payment
Vendor settlement completed,331085,Accounts Payable,Bank,Vendor Payment
Vendor payment made,361511,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,356477,Accounts Payable,Bank,Vendor Payment
Outstanding payable cleared,384133,Accounts Payable,Bank,Vendor Payment
