Invoice_Text,Category
Consumer electronics invoice Rs 60750,B2C
Supplier debit adjustment Rs 425354,Debit Note
GST deposited through bank Rs 96499,GST Payment
GST liability payment Rs 12937,GST Payment
Debit note for freight charges Rs 338516,Debit Note
Cash sale invoice Rs 22693,B2C
Agricultural produce sale Rs 462146,Exempt Supply
Educational service invoice Rs 430071,Exempt Supply
Credit note issued against damaged goods Rs 209762,Credit Note
Debit note against shortage Rs 307981,Debit Note
Monthly GST tax payment Rs 265753,GST Payment
Debit note raised for additional tax Rs 258314,Debit Note
Walk-in customer invoice Rs 275760,B2C
Consulting invoice to Germany Rs 22613,Export
International client invoice France Rs 85767,Export
Agricultural produce sale Rs 120173,Exempt Supply
Hospital treatment charges Rs 326714,Exempt Supply
Refund received under GST Rs 200876,GST Refund
Import machinery from Germany Rs 470385,Import
Debit note against shortage Rs 71748,Debit Note
Hospital treatment charges Rs 434825,Exempt Supply
GST liability payment Rs 11092,GST Payment
Retail customer purchase bill Rs 415648,B2C
Healthcare exempt supply Rs 368732,Exempt Supply
Consulting invoice to Germany Rs 368133,Export
Cash sale invoice Rs 482892,B2C
Hospital treatment charges Rs 450991,Exempt Supply
Credit adjustment invoice Rs 270299,Credit Note
Industrial equipment imported from China Rs 366938,Import
Agricultural produce sale Rs 180813,Exempt Supply
GST deposited through bank Rs 235243,GST Payment
Director remuneration Rs 434468,Reverse Charge
Retail customer purchase bill Rs 172180,B2C
Hospital treatment charges Rs 244621,Exempt Supply
Monthly GST tax payment Rs 24111,GST Payment
Walk-in customer invoice Rs 388064,B2C
GST refund from department Rs 260516,GST Refund
Import machinery from Germany Rs 375933,Import
Legal service under reverse charge Rs 389726,Reverse Charge
Debit note raised for additional tax Rs 412000,Debit Note
Refund received under GST Rs 147411,GST Refund
Mobile phone sale bill Rs 254433,B2C
Invoice to Tech Mahindra Rs 67188,B2B
Agricultural produce sale Rs 7156,Exempt Supply
Export software service to China Rs 267487,Export
Agricultural produce sale Rs 381722,Exempt Supply
Retail customer purchase bill Rs 333075,B2C
GST liability payment Rs 486848,GST Payment
GST refund from department Rs 374968,GST Refund
Hospital treatment charges Rs 277626,Exempt Supply
GST deposited through bank Rs 437823,GST Payment
Credit note for cancelled order Rs 231077,Credit Note
Reverse charge professional service Rs 140911,Reverse Charge
Cash sale invoice Rs 3336,B2C
Wholesale supply to Flipkart Rs 228055,B2B
Credit note issued against damaged goods Rs 90430,Credit Note
Customer return credit note Rs 119693,Credit Note
Retail customer purchase bill Rs 486974,B2C
Mobile phone sale bill Rs 314986,B2C
Hospital treatment charges Rs 66921,Exempt Supply
Consumer electronics invoice Rs 324512,B2C
Supplier debit adjustment Rs 436556,Debit Note
Invoice to Microsoft Rs 431114,B2B
Corporate software license for TCS Rs 221586,B2B
Import machinery from Australia Rs 453415,Import
Corporate software license for HCL Rs 409567,B2B
Debit note for transport expenses Rs 210741,Debit Note
Reverse charge professional service Rs 80654,Reverse Charge
Healthcare exempt supply Rs 15863,Exempt Supply
IT support service to Australia Rs 110352,Export
GST deposited through bank Rs 309580,GST Payment
Export of garments to USA Rs 281448,Export
Hospital treatment charges Rs 103016,Exempt Supply
Director remuneration Rs 124461,Reverse Charge
Monthly GST tax payment Rs 281284,GST Payment
Export software service to Germany Rs 142150,Export
Legal service under reverse charge Rs 254132,Reverse Charge
Educational service invoice Rs 153368,Exempt Supply
Refund received under GST Rs 490725,GST Refund
Healthcare exempt supply Rs 315283,Exempt Supply
Director remuneration Rs 28975,Reverse Charge
Monthly GST tax payment Rs 270227,GST Payment
GST deposited through bank Rs 219326,GST Payment
School tuition fees Rs 48259,Exempt Supply
GST payment for current month Rs 432903,GST Payment
GST invoice raised on Reliance Rs 412207,B2B
Import machinery from Canada Rs 412691,Import
Credit note issued against damaged goods Rs 140257,Credit Note
Credit note for cancelled order Rs 150355,Credit Note
Credit note issued against damaged goods Rs 428895,Credit Note
Hardware purchase from China Rs 465016,Import
Hospital treatment charges Rs 405712,Exempt Supply
Invoice to Wipro Rs 168022,B2B
Retail customer purchase bill Rs 6679,B2C
Monthly GST tax payment Rs 152908,GST Payment
Healthcare exempt supply Rs 353847,Exempt Supply
GST payment for current month Rs 404346,GST Payment
Export software service to France Rs 268960,Export
Legal service under reverse charge Rs 341034,Reverse Charge
Refund received under GST Rs 219796,GST Refund
School tuition fees Rs 266213,Exempt Supply
Credit note issued against damaged goods Rs 219664,Credit Note
GST liability payment Rs 478460,GST Payment
Credit note issued against damaged goods Rs 83834,Credit Note
Industrial equipment imported from Canada Rs 476141,Import
IT support service to UK Rs 271399,Export
Mobile phone sale bill Rs 338916,B2C
Cash sale invoice Rs 389094,B2C
Input GST refund Rs 213158,GST Refund
GST refund received Rs 350690,GST Refund
GST invoice raised on HCL Rs 326477,B2B
Debit note raised for additional tax Rs 160498,Debit Note
Monthly GST tax payment Rs 28458,GST Payment
Hardware purchase from France Rs 360955,Import
GST refund from department Rs 180491,GST Refund
School tuition fees Rs 208762,Exempt Supply
Consumer electronics invoice Rs 214065,B2C
Industrial equipment imported from Australia Rs 12704,Import
GST liability payment Rs 384302,GST Payment
Customer return credit note Rs 115881,Credit Note
International client invoice South Korea Rs 480429,Export
Walk-in customer invoice Rs 18755,B2C
Debit note for freight charges Rs 271354,Debit Note
Invoice to Amazon Rs 198697,B2B
GST liability payment Rs 140446,GST Payment
GST deposited through bank Rs 80878,GST Payment
Consulting invoice to Japan Rs 118639,Export
Debit note for transport expenses Rs 330194,Debit Note
Mobile phone sale bill Rs 452009,B2C
Educational service invoice Rs 282669,Exempt Supply
GST deposited through bank Rs 304549,GST Payment
GST payment challan Rs 481329,GST Payment
GST deposited through bank Rs 469584,GST Payment
Invoice to Accenture Rs 103025,B2B
Educational service invoice Rs 279555,Exempt Supply
Supply of goods to Deloitte Rs 112887,B2B
Advocate service payment Rs 214568,Reverse Charge
Customer return credit note Rs 349320,Credit Note
Supplier debit adjustment Rs 31768,Debit Note
Credit note issued against damaged goods Rs 407980,Credit Note
GST liability payment Rs 213652,GST Payment
Consumer electronics invoice Rs 302030,B2C
Retail customer purchase bill Rs 397882,B2C
Director remuneration Rs 266631,Reverse Charge
Legal service under reverse charge Rs 426512,Reverse Charge
Sales return credit note Rs 307993,Credit Note
Mobile phone sale bill Rs 53939,B2C
GST deposited through bank Rs 126180,GST Payment
Import machinery from China Rs 294441,Import
Educational service invoice Rs 152369,Exempt Supply
GST invoice raised on Tech Mahindra Rs 334844,B2B
Debit note for freight charges Rs 456531,Debit Note
International client invoice China Rs 347980,Export
Import machinery from UK Rs 401885,Import
Consulting invoice to Australia Rs 47972,Export
Debit note against shortage Rs 257718,Debit Note
Corporate software license for XYZ Industries Rs 445198,B2B
GST refund received Rs 220344,GST Refund
Invoice to Accenture Rs 41212,B2B
Cash sale invoice Rs 40735,B2C
GST deposited through bank Rs 252199,GST Payment
International client invoice China Rs 32205,Export
Retail customer purchase bill Rs 471530,B2C
Walk-in customer invoice Rs 230364,B2C
Healthcare exempt supply Rs 430822,Exempt Supply
Consulting invoice to Singapore Rs 23869,Export
Export GST refund Rs 302958,GST Refund
Credit note issued against damaged goods Rs 65299,Credit Note
Supplier debit adjustment Rs 115759,Debit Note
Retail customer purchase bill Rs 77082,B2C
Export software service to Germany Rs 183151,Export
GST invoice raised on Wipro Rs 211856,B2B
Corporate software license for Tech Mahindra Rs 93456,B2B
Sales return credit note Rs 242516,Credit Note
Hospital treatment charges Rs 398484,Exempt Supply
Import electronics from South Korea Rs 419951,Import
Export GST refund Rs 197974,GST Refund
Hospital treatment charges Rs 193908,Exempt Supply
Export software service to Australia Rs 114377,Export
Raw material imported from USA Rs 369599,Import
Invoice to Tech Mahindra Rs 378726,B2B
Hospital treatment charges Rs 400149,Exempt Supply
Director remuneration Rs 421389,Reverse Charge
Reverse charge professional service Rs 301833,Reverse Charge
Retail customer purchase bill Rs 215194,B2C
Walk-in customer invoice Rs 27703,B2C
School tuition fees Rs 456766,Exempt Supply
Mobile phone sale bill Rs 475662,B2C
Debit note for freight charges Rs 5879,Debit Note
Export GST refund Rs 30719,GST Refund
Credit adjustment invoice Rs 342356,Credit Note
School tuition fees Rs 360939,Exempt Supply
Hospital treatment charges Rs 166785,Exempt Supply
Director remuneration Rs 205190,Reverse Charge
Educational service invoice Rs 453080,Exempt Supply
GST invoice raised on Google Rs 484643,B2B
Refund received under GST Rs 157522,GST Refund
Advocate service payment Rs 115642,Reverse Charge
Agricultural produce sale Rs 159243,Exempt Supply
Walk-in customer invoice Rs 135692,B2C
Sales return credit note Rs 336645,Credit Note
School tuition fees Rs 464200,Exempt Supply
Refund received under GST Rs 164274,GST Refund
Mobile phone sale bill Rs 194036,B2C
GST refund from department Rs 89138,GST Refund
School tuition fees Rs 245634,Exempt Supply
Customer return credit note Rs 83348,Credit Note
GST refund from department Rs 107967,GST Refund
Supply of goods to ABC Pvt Ltd Rs 143669,B2B
GST liability payment Rs 275204,GST Payment
International client invoice Japan Rs 141334,Export
Monthly GST tax payment Rs 201811,GST Payment
Export GST refund Rs 302696,GST Refund
Debit note against shortage Rs 11433,Debit Note
Director remuneration Rs 427109,Reverse Charge
Industrial equipment imported from Singapore Rs 472635,Import
GTA transport service Rs 80051,Reverse Charge
Debit note for freight charges Rs 311774,Debit Note
GST deposited through bank Rs 486218,GST Payment
Consulting invoice to France Rs 204676,Export
Raw material imported from China Rs 114139,Import
Monthly GST tax payment Rs 300811,GST Payment
GST payment for current month Rs 233374,GST Payment
Supplier debit adjustment Rs 356095,Debit Note
Hardware purchase from South Korea Rs 248865,Import
GST refund from department Rs 90578,GST Refund
GST liability payment Rs 117958,GST Payment
GST payment challan Rs 210134,GST Payment
Refund received under GST Rs 140308,GST Refund
GST liability payment Rs 493327,GST Payment
Retail customer purchase bill Rs 169713,B2C
GST payment challan Rs 356216,GST Payment
Agricultural produce sale Rs 200193,Exempt Supply
Wholesale supply to Tech Mahindra Rs 148218,B2B
Export GST refund Rs 235531,GST Refund
Debit note raised for additional tax Rs 477482,Debit Note
Input GST refund Rs 100074,GST Refund
Supplier debit adjustment Rs 429957,Debit Note
Walk-in customer invoice Rs 176163,B2C
Import electronics from USA Rs 61403,Import
Retail customer purchase bill Rs 490128,B2C
GST payment for current month Rs 332918,GST Payment
Hospital treatment charges Rs 381523,Exempt Supply
Credit adjustment invoice Rs 320473,Credit Note
Healthcare exempt supply Rs 357913,Exempt Supply
Sales return credit note Rs 129235,Credit Note
Invoice to Deloitte Rs 358801,B2B
Credit note for cancelled order Rs 145676,Credit Note
Wholesale supply to Google Rs 413245,B2B
Cash sale invoice Rs 41439,B2C
GST liability payment Rs 68416,GST Payment
GTA transport service Rs 46787,Reverse Charge
School tuition fees Rs 329151,Exempt Supply
Monthly GST tax payment Rs 391882,GST Payment
GTA transport service Rs 354000,Reverse Charge
Sales return credit note Rs 298527,Credit Note
Import electronics from France Rs 233597,Import
Retail customer purchase bill Rs 20784,B2C
School tuition fees Rs 261978,Exempt Supply
Supplier debit adjustment Rs 311596,Debit Note
GST invoice raised on Reliance Rs 328385,B2B
Input GST refund Rs 99139,GST Refund
Supplier debit adjustment Rs 416418,Debit Note
Credit adjustment invoice Rs 67982,Credit Note
Legal service under reverse charge Rs 68136,Reverse Charge
Advocate service payment Rs 407055,Reverse Charge
GST payment challan Rs 164094,GST Payment
Debit note for freight charges Rs 357395,Debit Note
Debit note for transport expenses Rs 279960,Debit Note
Import machinery from France Rs 215910,Import
Import machinery from Singapore Rs 192542,Import
Debit note for transport expenses Rs 416224,Debit Note
Sales return credit note Rs 88780,Credit Note
Credit adjustment invoice Rs 223269,Credit Note
Mobile phone sale bill Rs 296210,B2C
Monthly GST tax payment Rs 82767,GST Payment
Export of garments to Singapore Rs 15092,Export
Debit note for freight charges Rs 123830,Debit Note
Credit note issued against damaged goods Rs 292094,Credit Note
Invoice to XYZ Industries Rs 435246,B2B
Cash sale invoice Rs 275101,B2C
Consulting invoice to Canada Rs 296772,Export
Wholesale supply to HCL Rs 308926,B2B
Credit note issued against damaged goods Rs 493421,Credit Note
Consulting invoice to China Rs 170374,Export
Debit note for transport expenses Rs 335898,Debit Note
School tuition fees Rs 471483,Exempt Supply
Import electronics from China Rs 316691,Import
GST payment for current month Rs 331837,GST Payment
GTA transport service Rs 266355,Reverse Charge
Credit note for cancelled order Rs 478502,Credit Note
GST refund from department Rs 435957,GST Refund
Hardware purchase from Canada Rs 19441,Import
GTA transport service Rs 215640,Reverse Charge
GST payment challan Rs 13041,GST Payment
Export of garments to South Korea Rs 332108,Export
Credit note for cancelled order Rs 49630,Credit Note
Debit note for freight charges Rs 224144,Debit Note
Mobile phone sale bill Rs 447976,B2C
Customer return credit note Rs 157523,Credit Note
Input GST refund Rs 304436,GST Refund
GST refund received Rs 205181,GST Refund
Export of garments to Singapore Rs 343248,Export
Import electronics from Australia Rs 178913,Import
Credit note for cancelled order Rs 113711,Credit Note
Credit adjustment invoice Rs 431389,Credit Note
Credit note for cancelled order Rs 107035,Credit Note
IT support service to Germany Rs 237367,Export
Hospital treatment charges Rs 238942,Exempt Supply
Debit note for transport expenses Rs 259557,Debit Note
Wholesale supply to Wipro Rs 5928,B2B
Debit note against shortage Rs 153627,Debit Note
Export of garments to USA Rs 450564,Export
GTA transport service Rs 15739,Reverse Charge
Mobile phone sale bill Rs 176570,B2C
GST refund from department Rs 179354,GST Refund
Healthcare exempt supply Rs 492186,Exempt Supply
Debit note against shortage Rs 498018,Debit Note
GST payment challan Rs 17458,GST Payment
Debit note against shortage Rs 46380,Debit Note
Healthcare exempt supply Rs 296037,Exempt Supply
Debit note for transport expenses Rs 238404,Debit Note
Refund received under GST Rs 456007,GST Refund
Invoice to Tech Mahindra Rs 201190,B2B
Import machinery from China Rs 14735,Import
Legal service under reverse charge Rs 136011,Reverse Charge
GTA transport service Rs 345353,Reverse Charge
Reverse charge professional service Rs 55293,Reverse Charge
Hardware purchase from USA Rs 373507,Import
Consulting invoice to Canada Rs 454441,Export
GST refund received Rs 273356,GST Refund
GST payment for current month Rs 40561,GST Payment
Hospital treatment charges Rs 457507,Exempt Supply
Debit note for freight charges Rs 470676,Debit Note
Industrial equipment imported from USA Rs 198808,Import
Agricultural produce sale Rs 29813,Exempt Supply
Legal service under reverse charge Rs 422457,Reverse Charge
Credit adjustment invoice Rs 325595,Credit Note
Export of garments to Singapore Rs 374659,Export
Supply of goods to Amazon Rs 62006,B2B
Import electronics from UK Rs 14348,Import
Refund received under GST Rs 231079,GST Refund
Sales return credit note Rs 210262,Credit Note
Credit note issued against damaged goods Rs 221994,Credit Note
Industrial equipment imported from UK Rs 234339,Import
GST invoice raised on HCL Rs 363334,B2B
Legal service under reverse charge Rs 43540,Reverse Charge
Credit note issued against damaged goods Rs 299941,Credit Note
Retail customer purchase bill Rs 463443,B2C
Refund received under GST Rs 391719,GST Refund
Credit note for cancelled order Rs 87525,Credit Note
Hardware purchase from France Rs 359011,Import
Industrial equipment imported from Australia Rs 334608,Import
Hardware purchase from South Korea Rs 245850,Import
Director remuneration Rs 186370,Reverse Charge
Reverse charge professional service Rs 104425,Reverse Charge
Invoice to Accenture Rs 263200,B2B
Consumer electronics invoice Rs 343612,B2C
GTA transport service Rs 437817,Reverse Charge
Export of garments to Canada Rs 261622,Export
Debit note for transport expenses Rs 176137,Debit Note
Retail customer purchase bill Rs 406277,B2C
Debit note raised for additional tax Rs 102498,Debit Note
Debit note against shortage Rs 132079,Debit Note
GST invoice raised on Google Rs 3202,B2B
Retail customer purchase bill Rs 498258,B2C
Corporate software license for HCL Rs 130696,B2B
Advocate service payment Rs 233068,Reverse Charge
GST invoice raised on HCL Rs 415349,B2B
GST invoice raised on Deloitte Rs 254174,B2B
Cash sale invoice Rs 300588,B2C
Debit note raised for additional tax Rs 360065,Debit Note
IT support service to France Rs 322128,Export
Debit note for transport expenses Rs 20149,Debit Note
GST invoice raised on HCL Rs 340741,B2B
Export software service to UK Rs 298314,Export
Supplier debit adjustment Rs 203406,Debit Note
Input GST refund Rs 211378,GST Refund
Credit adjustment invoice Rs 55900,Credit Note
Refund received under GST Rs 66073,GST Refund
Monthly GST tax payment Rs 167070,GST Payment
Supplier debit adjustment Rs 247353,Debit Note
Hardware purchase from USA Rs 33182,Import
Hospital treatment charges Rs 254951,Exempt Supply
Sales return credit note Rs 251938,Credit Note
Debit note against shortage Rs 402063,Debit Note
GTA transport service Rs 335972,Reverse Charge
Export software service to USA Rs 416220,Export
GST payment challan Rs 112810,GST Payment
Input GST refund Rs 334829,GST Refund
School tuition fees Rs 493652,Exempt Supply
Credit note for cancelled order Rs 316583,Credit Note
Raw material imported from China Rs 414924,Import
Export GST refund Rs 148321,GST Refund
Hardware purchase from China Rs 306707,Import
Debit note for freight charges Rs 151291,Debit Note
Agricultural produce sale Rs 355226,Exempt Supply
Credit adjustment invoice Rs 263815,Credit Note
GTA transport service Rs 257064,Reverse Charge
Export of garments to Germany Rs 62112,Export
Advocate service payment Rs 471926,Reverse Charge
Sales return credit note Rs 465999,Credit Note
Export of garments to USA Rs 348774,Export
School tuition fees Rs 45643,Exempt Supply
Supply of goods to Reliance Rs 320445,B2B
Invoice to Deloitte Rs 409656,B2B
Import machinery from China Rs 182345,Import
GST payment for current month Rs 444678,GST Payment
GST refund from department Rs 396300,GST Refund
Supply of goods to Accenture Rs 48399,B2B
Export software service to USA Rs 169726,Export
Hardware purchase from South Korea Rs 285829,Import
Educational service invoice Rs 240866,Exempt Supply
Reverse charge professional service Rs 159259,Reverse Charge
Credit note issued against damaged goods Rs 176419,Credit Note
GST deposited through bank Rs 8695,GST Payment
GTA transport service Rs 472053,Reverse Charge
Monthly GST tax payment Rs 418826,GST Payment
GTA transport service Rs 358956,Reverse Charge
Debit note against shortage Rs 74200,Debit Note
Walk-in customer invoice Rs 295897,B2C
Hardware purchase from Japan Rs 295083,Import
Corporate software license for Google Rs 427745,B2B
GST liability payment Rs 214701,GST Payment
Credit note for cancelled order Rs 51323,Credit Note
Advocate service payment Rs 230600,Reverse Charge
Consumer electronics invoice Rs 473652,B2C
Corporate software license for Deloitte Rs 265064,B2B
Retail customer purchase bill Rs 59055,B2C
Supply of goods to Tech Mahindra Rs 72178,B2B
Debit note for transport expenses Rs 216078,Debit Note
Export of garments to USA Rs 359442,Export
Credit note issued against damaged goods Rs 381876,Credit Note
Export GST refund Rs 126666,GST Refund
GTA transport service Rs 242222,Reverse Charge
Supplier debit adjustment Rs 399025,Debit Note
Director remuneration Rs 219865,Reverse Charge
Sales return credit note Rs 437797,Credit Note
Credit adjustment invoice Rs 384902,Credit Note
Credit note issued against damaged goods Rs 294540,Credit Note
Import electronics from Japan Rs 45026,Import
Raw material imported from Japan Rs 347067,Import
Director remuneration Rs 242069,Reverse Charge
GST payment challan Rs 483961,GST Payment
Sales return credit note Rs 18566,Credit Note
Walk-in customer invoice Rs 167243,B2C
GST refund from department Rs 89922,GST Refund
Monthly GST tax payment Rs 130704,GST Payment
Director remuneration Rs 289310,Reverse Charge
Import machinery from Germany Rs 160767,Import
Consumer electronics invoice Rs 233169,B2C
Legal service under reverse charge Rs 446828,Reverse Charge
Walk-in customer invoice Rs 447522,B2C
Reverse charge professional service Rs 128051,Reverse Charge
Import electronics from Singapore Rs 106353,Import
GST payment for current month Rs 152862,GST Payment
GST invoice raised on HCL Rs 140347,B2B
Industrial equipment imported from Canada Rs 311407,Import
Debit note for transport expenses Rs 429874,Debit Note
Consumer electronics invoice Rs 122173,B2C
Agricultural produce sale Rs 383272,Exempt Supply
Walk-in customer invoice Rs 361216,B2C
Hardware purchase from France Rs 96537,Import
Reverse charge professional service Rs 31726,Reverse Charge
Refund received under GST Rs 142895,GST Refund
Legal service under reverse charge Rs 408671,Reverse Charge
GST refund received Rs 330021,GST Refund
Advocate service payment Rs 109171,Reverse Charge
Debit note raised for additional tax Rs 139205,Debit Note
Director remuneration Rs 35930,Reverse Charge
GST payment for current month Rs 444484,GST Payment
GST refund from department Rs 238864,GST Refund
Supplier debit adjustment Rs 429605,Debit Note
GST deposited through bank Rs 182336,GST Payment
Wholesale supply to Accenture Rs 304743,B2B
Customer return credit note Rs 55761,Credit Note
Credit note issued against damaged goods Rs 128589,Credit Note
GST deposited through bank Rs 237386,GST Payment
Reverse charge professional service Rs 118292,Reverse Charge
Director remuneration Rs 219470,Reverse Charge
Advocate service payment Rs 296400,Reverse Charge
IT support service to France Rs 34128,Export
Credit note issued against damaged goods Rs 427451,Credit Note
Credit note for cancelled order Rs 379774,Credit Note
International client invoice Singapore Rs 479358,Export
Export software service to France Rs 187755,Export
Credit adjustment invoice Rs 222120,Credit Note
Credit note issued against damaged goods Rs 213377,Credit Note
Input GST refund Rs 183052,GST Refund
IT support service to Australia Rs 57706,Export
GST deposited through bank Rs 491638,GST Payment
GST liability payment Rs 192885,GST Payment
Debit note for transport expenses Rs 196389,Debit Note
Industrial equipment imported from Singapore Rs 446661,Import
GST liability payment Rs 104892,GST Payment
Invoice to Reliance Rs 314935,B2B
Corporate software license for Deloitte Rs 340436,B2B
IT support service to China Rs 150266,Export
Hardware purchase from Germany Rs 454193,Import
Advocate service payment Rs 410071,Reverse Charge
Refund received under GST Rs 1085,GST Refund
Retail customer purchase bill Rs 84525,B2C
Sales return credit note Rs 487525,Credit Note
Walk-in customer invoice Rs 415083,B2C
Invoice to Accenture Rs 37986,B2B
Import electronics from Canada Rs 206788,Import
Monthly GST tax payment Rs 234495,GST Payment
Sales return credit note Rs 52635,Credit Note
Import machinery from USA Rs 112444,Import
Retail customer purchase bill Rs 168324,B2C
Agricultural produce sale Rs 287899,Exempt Supply
Credit note issued against damaged goods Rs 268812,Credit Note
Advocate service payment Rs 108264,Reverse Charge
Debit note for transport expenses Rs 135975,Debit Note
School tuition fees Rs 317549,Exempt Supply
Export of garments to Germany Rs 245236,Export
Hardware purchase from Japan Rs 441921,Import
Debit note raised for additional tax Rs 152390,Debit Note
Sales return credit note Rs 121506,Credit Note
GST invoice raised on XYZ Industries Rs 17966,B2B
Corporate software license for Flipkart Rs 70772,B2B
School tuition fees Rs 306691,Exempt Supply
Customer return credit note Rs 449719,Credit Note
Hardware purchase from Singapore Rs 483449,Import
Agricultural produce sale Rs 289680,Exempt Supply
Input GST refund Rs 295164,GST Refund
GTA transport service Rs 57779,Reverse Charge
Corporate software license for Amazon Rs 165020,B2B
Credit note issued against damaged goods Rs 448340,Credit Note
Monthly GST tax payment Rs 435481,GST Payment
Hardware purchase from Canada Rs 193615,Import
Healthcare exempt supply Rs 488457,Exempt Supply
Mobile phone sale bill Rs 47886,B2C
Supplier debit adjustment Rs 93261,Debit Note
GST invoice raised on TCS Rs 39660,B2B
Hardware purchase from UK Rs 229697,Import
Industrial equipment imported from USA Rs 477620,Import
Supply of goods to Deloitte Rs 394493,B2B
Agricultural produce sale Rs 238519,Exempt Supply
Import machinery from Japan Rs 364751,Import
Debit note raised for additional tax Rs 256422,Debit Note
Consumer electronics invoice Rs 372075,B2C
Legal service under reverse charge Rs 291402,Reverse Charge
Debit note for freight charges Rs 37300,Debit Note
Refund received under GST Rs 421777,GST Refund
Advocate service payment Rs 260104,Reverse Charge
Debit note for freight charges Rs 253673,Debit Note
Retail customer purchase bill Rs 321570,B2C
Debit note against shortage Rs 434511,Debit Note
Legal service under reverse charge Rs 201434,Reverse Charge
Hospital treatment charges Rs 406746,Exempt Supply
Export of garments to Singapore Rs 388899,Export
Consumer electronics invoice Rs 150755,B2C
GST payment challan Rs 468142,GST Payment
Invoice to Infosys Rs 490532,B2B
Debit note raised for additional tax Rs 439208,Debit Note
Debit note for transport expenses Rs 258724,Debit Note
Consulting invoice to UK Rs 417637,Export
Wholesale supply to Infosys Rs 357543,B2B
Debit note against shortage Rs 370485,Debit Note
GST payment challan Rs 441253,GST Payment
Input GST refund Rs 13336,GST Refund
Export software service to Canada Rs 55340,Export
Export GST refund Rs 342445,GST Refund
Director remuneration Rs 4652,Reverse Charge
GST deposited through bank Rs 256982,GST Payment
Export of garments to Singapore Rs 427676,Export
GST refund from department Rs 374404,GST Refund
IT support service to Singapore Rs 385379,Export
School tuition fees Rs 316119,Exempt Supply
Director remuneration Rs 473313,Reverse Charge
GST payment challan Rs 440443,GST Payment
Debit note against shortage Rs 70486,Debit Note
Advocate service payment Rs 275426,Reverse Charge
Import electronics from France Rs 70188,Import
Educational service invoice Rs 455569,Exempt Supply
Credit note issued against damaged goods Rs 130836,Credit Note
Corporate software license for HCL Rs 5651,B2B
Cash sale invoice Rs 424930,B2C
Consumer electronics invoice Rs 259361,B2C
Healthcare exempt supply Rs 235463,Exempt Supply
Import electronics from UK Rs 435933,Import
Export software service to Germany Rs 173602,Export
Cash sale invoice Rs 29912,B2C
Legal service under reverse charge Rs 468246,Reverse Charge
Import electronics from Singapore Rs 254788,Import
Monthly GST tax payment Rs 450841,GST Payment
Import electronics from South Korea Rs 296348,Import
Export software service to China Rs 348069,Export
Retail customer purchase bill Rs 209841,B2C
Wholesale supply to ABC Pvt Ltd Rs 9431,B2B
School tuition fees Rs 409671,Exempt Supply
Input GST refund Rs 401314,GST Refund
Healthcare exempt supply Rs 224840,Exempt Supply
Advocate service payment Rs 99297,Reverse Charge
GST refund from department Rs 3697,GST Refund
Director remuneration Rs 297108,Reverse Charge
Input GST refund Rs 8064,GST Refund
Mobile phone sale bill Rs 148136,B2C
Reverse charge professional service Rs 45132,Reverse Charge
Sales return credit note Rs 69468,Credit Note
Debit note for transport expenses Rs 323545,Debit Note
Hardware purchase from South Korea Rs 459095,Import
GST payment for current month Rs 281529,GST Payment
GST deposited through bank Rs 376877,GST Payment
Industrial equipment imported from USA Rs 421237,Import
IT support service to Australia Rs 436608,Export
Export of garments to USA Rs 359469,Export
Reverse charge professional service Rs 370351,Reverse Charge
Cash sale invoice Rs 493913,B2C
Import electronics from France Rs 236390,Import
Invoice to Infosys Rs 415262,B2B
Agricultural produce sale Rs 340109,Exempt Supply
Raw material imported from Canada Rs 143850,Import
International client invoice UK Rs 275315,Export
Refund received under GST Rs 184925,GST Refund
Credit note for cancelled order Rs 376917,Credit Note
GST liability payment Rs 261968,GST Payment
Hardware purchase from USA Rs 46848,Import
International client invoice South Korea Rs 393229,Export
Debit note raised for additional tax Rs 45321,Debit Note
Debit note for freight charges Rs 46306,Debit Note
Consulting invoice to China Rs 56609,Export
Raw material imported from Germany Rs 296620,Import
GST deposited through bank Rs 102634,GST Payment
GST liability payment Rs 226449,GST Payment
Debit note against shortage Rs 173543,Debit Note
Cash sale invoice Rs 477690,B2C
Legal service under reverse charge Rs 371110,Reverse Charge
Retail customer purchase bill Rs 470709,B2C
Consulting invoice to UK Rs 497486,Export
Monthly GST tax payment Rs 79173,GST Payment
Debit note for transport expenses Rs 19169,Debit Note
Customer return credit note Rs 369439,Credit Note
Consulting invoice to Singapore Rs 203103,Export
Debit note raised for additional tax Rs 286552,Debit Note
Export software service to Canada Rs 136374,Export
GST payment for current month Rs 481131,GST Payment
GST refund received Rs 432444,GST Refund
Debit note raised for additional tax Rs 314868,Debit Note
Director remuneration Rs 100738,Reverse Charge
GST liability payment Rs 345998,GST Payment
Invoice to Flipkart Rs 460246,B2B
Refund received under GST Rs 214005,GST Refund
Debit note for transport expenses Rs 250247,Debit Note
Mobile phone sale bill Rs 328102,B2C
Import machinery from Australia Rs 380898,Import
Debit note for freight charges Rs 108094,Debit Note
Advocate service payment Rs 276159,Reverse Charge
GTA transport service Rs 408866,Reverse Charge
Corporate software license for Accenture Rs 64304,B2B
Hospital treatment charges Rs 287086,Exempt Supply
Advocate service payment Rs 97638,Reverse Charge
Export of garments to South Korea Rs 173962,Export
Agricultural produce sale Rs 41279,Exempt Supply
Retail customer purchase bill Rs 24590,B2C
Input GST refund Rs 329599,GST Refund
