Account_Name,Account_Type,Debit,Credit
Service Revenue,Income,0,931555
Sales Revenue,Income,0,72857
Consulting Income,Income,0,520428
Consulting Income,Income,0,631211
Sales Revenue,Income,0,145594
Service Revenue,Income,0,758331
Service Revenue,Income,0,266630
Interest Income,Income,0,12332
Sales Revenue,Income,0,207981
Sales Revenue,Income,0,656676
Consulting Income,Income,0,947645
Sales Revenue,Income,0,288144
Service Revenue,Income,0,369917
Sales Revenue,Income,0,199134
Interest Income,Income,0,117916
Sales Revenue,Income,0,361140
Interest Income,Income,0,474106
Interest Income,Income,0,957661
Interest Income,Income,0,24276
Sales Revenue,Income,0,835720
Consulting Income,Income,0,430785
Consulting Income,Income,0,492434
Sales Revenue,Income,0,190974
Interest Income,Income,0,108430
Sales Revenue,Income,0,748339
Interest Income,Income,0,483141
Consulting Income,Income,0,26366
Consulting Income,Income,0,655844
Sales Revenue,Income,0,923418
Consulting Income,Income,0,411635
Service Revenue,Income,0,396639
Interest Income,Income,0,665835
Interest Income,Income,0,534866
Service Revenue,Income,0,87683
Interest Income,Income,0,861823
Service Revenue,Income,0,281935
Service Revenue,Income,0,888024
Consulting Income,Income,0,637634
Service Revenue,Income,0,573450
Interest Income,Income,0,915867
Service Revenue,Income,0,380514
Consulting Income,Income,0,322358
Service Revenue,Income,0,209447
Consulting Income,Income,0,687020
Service Revenue,Income,0,575178
Service Revenue,Income,0,59826
Interest Income,Income,0,754234
Sales Revenue,Income,0,742283
Service Revenue,Income,0,480055
Service Revenue,Income,0,692305
Interest Income,Income,0,507331
Service Revenue,Income,0,692609
Consulting Income,Income,0,731289
Sales Revenue,Income,0,771286
Interest Income,Income,0,705237
Interest Income,Income,0,923723
Consulting Income,Income,0,650357
Sales Revenue,Income,0,656586
Service Revenue,Income,0,604683
Sales Revenue,Income,0,239938
Interest Income,Income,0,915086
Interest Income,Income,0,804646
Sales Revenue,Income,0,698440
Consulting Income,Income,0,821003
Sales Revenue,Income,0,96878
Sales Revenue,Income,0,417619
Service Revenue,Income,0,473741
Interest Income,Income,0,158094
Consulting Income,Income,0,21306
Consulting Income,Income,0,282263
Interest Income,Income,0,68855
Sales Revenue,Income,0,210195
Interest Income,Income,0,930933
Service Revenue,Income,0,664436
Interest Income,Income,0,71483
Consulting Income,Income,0,979069
Sales Revenue,Income,0,513374
Sales Revenue,Income,0,107975
Service Revenue,Income,0,17090
Consulting Income,Income,0,843317
Service Revenue,Income,0,678326
Sales Revenue,Income,0,65438
Service Revenue,Income,0,251307
Interest Income,Income,0,135516
Consulting Income,Income,0,445059
Sales Revenue,Income,0,257567
Sales Revenue,Income,0,663011
Sales Revenue,Income,0,930895
Interest Income,Income,0,259580
Interest Income,Income,0,949597
Sales Revenue,Income,0,818811
Sales Revenue,Income,0,704117
Sales Revenue,Income,0,606507
Service Revenue,Income,0,548272
Sales Revenue,Income,0,776538
Sales Revenue,Income,0,518212
Interest Income,Income,0,104496
Interest Income,Income,0,445650
Sales Revenue,Income,0,752862
Interest Income,Income,0,370508
Consulting Income,Income,0,655360
Sales Revenue,Income,0,574744
Sales Revenue,Income,0,334063
Consulting Income,Income,0,440068
Service Revenue,Income,0,230134
Interest Income,Income,0,485549
Consulting Income,Income,0,216633
Service Revenue,Income,0,244152
Service Revenue,Income,0,578340
Service Revenue,Income,0,700442
Consulting Income,Income,0,860228
Consulting Income,Income,0,370843
Sales Revenue,Income,0,205871
Sales Revenue,Income,0,740259
Consulting Income,Income,0,891499
Interest Income,Income,0,387554
Interest Income,Income,0,868562
Interest Income,Income,0,787335
Consulting Income,Income,0,505752
Interest Income,Income,0,951907
Service Revenue,Income,0,536188
Sales Revenue,Income,0,165162
Interest Income,Income,0,859053
Sales Revenue,Income,0,920273
Service Revenue,Income,0,496917
Service Revenue,Income,0,872416
Sales Revenue,Income,0,597832
Service Revenue,Income,0,462451
Consulting Income,Income,0,275644
Consulting Income,Income,0,52251
Sales Revenue,Income,0,905492
Sales Revenue,Income,0,436264
Sales Revenue,Income,0,559835
Service Revenue,Income,0,616258
Interest Income,Income,0,187122
Service Revenue,Income,0,340772
Service Revenue,Income,0,272017
Service Revenue,Income,0,362347
Interest Income,Income,0,217123
Interest Income,Income,0,589205
Sales Revenue,Income,0,70096
Service Revenue,Income,0,742277
Sales Revenue,Income,0,149591
Service Revenue,Income,0,32039
Sales Revenue,Income,0,877061
Sales Revenue,Income,0,532935
Sales Revenue,Income,0,232827
Service Revenue,Income,0,775199
Interest Income,Income,0,213977
Consulting Income,Income,0,901042
Sales Revenue,Income,0,632723
Service Revenue,Income,0,82239
Sales Revenue,Income,0,451065
Interest Income,Income,0,985777
Consulting Income,Income,0,898680
Sales Revenue,Income,0,645011
Sales Revenue,Income,0,842596
Consulting Income,Income,0,368553
Sales Revenue,Income,0,21351
Interest Income,Income,0,608394
Interest Income,Income,0,614113
Service Revenue,Income,0,627837
Service Revenue,Income,0,133306
Sales Revenue,Income,0,231552
Sales Revenue,Income,0,190288
Consulting Income,Income,0,653968
Consulting Income,Income,0,466369
Service Revenue,Income,0,991724
Consulting Income,Income,0,273031
Interest Income,Income,0,559667
Service Revenue,Income,0,356174
Service Revenue,Income,0,787549
Service Revenue,Income,0,927428
Interest Income,Income,0,877082
Consulting Income,Income,0,55721
Interest Income,Income,0,371114
Consulting Income,Income,0,112825
Service Revenue,Income,0,160308
Interest Income,Income,0,826862
Service Revenue,Income,0,246188
Sales Revenue,Income,0,41638
Service Revenue,Income,0,966339
Interest Income,Income,0,737760
Sales Revenue,Income,0,233393
Interest Income,Income,0,462207
Service Revenue,Income,0,933452
Service Revenue,Income,0,112132
Service Revenue,Income,0,272292
Consulting Income,Income,0,897447
Service Revenue,Income,0,171008
Consulting Income,Income,0,145296
Sales Revenue,Income,0,872526
Interest Income,Income,0,366890
Service Revenue,Income,0,822447
Consulting Income,Income,0,840387
Interest Income,Income,0,515669
Service Revenue,Income,0,528650
Interest Income,Income,0,431147
Consulting Income,Income,0,898161
Service Revenue,Income,0,843181
Interest Income,Income,0,996955
Sales Revenue,Income,0,815197
Service Revenue,Income,0,144548
Sales Revenue,Income,0,187845
Service Revenue,Income,0,452045
Consulting Income,Income,0,796946
Interest Income,Income,0,422163
Interest Income,Income,0,637988
Sales Revenue,Income,0,358632
Sales Revenue,Income,0,273711
Consulting Income,Income,0,807675
Service Revenue,Income,0,678719
Interest Income,Income,0,773611
Sales Revenue,Income,0,907685
Sales Revenue,Income,0,157355
Sales Revenue,Income,0,506223
Consulting Income,Income,0,322988
Service Revenue,Income,0,146100
Interest Income,Income,0,283613
Consulting Income,Income,0,24997
Interest Income,Income,0,616006
Service Revenue,Income,0,120035
Consulting Income,Income,0,702770
Sales Revenue,Income,0,616762
Interest Income,Income,0,293619
Interest Income,Income,0,259266
Interest Income,Income,0,316845
Consulting Income,Income,0,940409
Interest Income,Income,0,889966
Interest Income,Income,0,170085
Consulting Income,Income,0,899968
Sales Revenue,Income,0,355599
Sales Revenue,Income,0,505661
Service Revenue,Income,0,131942
Interest Income,Income,0,500661
Sales Revenue,Income,0,91006
Sales Revenue,Income,0,435623
Service Revenue,Income,0,809097
Service Revenue,Income,0,52068
Service Revenue,Income,0,610318
Sales Revenue,Income,0,197398
Sales Revenue,Income,0,906979
Service Revenue,Income,0,578829
Service Revenue,Income,0,848357
Service Revenue,Income,0,871661
Consulting Income,Income,0,945113
Interest Income,Income,0,167980
Sales Revenue,Income,0,522080
Interest Income,Income,0,481673
Interest Income,Income,0,622014
Interest Income,Income,0,104649
Interest Income,Income,0,890146
Consulting Income,Income,0,302069
Service Revenue,Income,0,357454
Consulting Income,Income,0,805067
Interest Income,Income,0,618556
Interest Income,Income,0,658738
Service Revenue,Income,0,596504
Interest Income,Income,0,939205
Interest Income,Income,0,962513
Interest Income,Income,0,934970
Consulting Income,Income,0,799164
Sales Revenue,Income,0,959565
Interest Income,Income,0,29312
Service Revenue,Income,0,302139
Interest Income,Income,0,638521
Sales Revenue,Income,0,658880
Service Revenue,Income,0,860531
Service Revenue,Income,0,226128
Sales Revenue,Income,0,506871
Consulting Income,Income,0,398035
Consulting Income,Income,0,405057
Sales Revenue,Income,0,172838
Service Revenue,Income,0,45264
Service Revenue,Income,0,680306
Interest Income,Income,0,538034
Service Revenue,Income,0,306305
Interest Income,Income,0,613530
Sales Revenue,Income,0,477600
Sales Revenue,Income,0,275089
Sales Revenue,Income,0,479393
Consulting Income,Income,0,639720
Service Revenue,Income,0,669585
Interest Income,Income,0,696421
Service Revenue,Income,0,537786
Sales Revenue,Income,0,517910
Sales Revenue,Income,0,200215
Consulting Income,Income,0,617585
Service Revenue,Income,0,450143
Sales Revenue,Income,0,551363
Sales Revenue,Income,0,819601
Interest Income,Income,0,416480
Interest Income,Income,0,997396
Consulting Income,Income,0,981307
Sales Revenue,Income,0,95740
Sales Revenue,Income,0,183274
Interest Income,Income,0,310206
Interest Income,Income,0,378825
Consulting Income,Income,0,979881
Consulting Income,Income,0,375644
Sales Revenue,Income,0,321774
Interest Income,Income,0,228134
Consulting Income,Income,0,60995
Consulting Income,Income,0,350047
Service Revenue,Income,0,120655
Service Revenue,Income,0,529478
Consulting Income,Income,0,966096
Interest Income,Income,0,363954
Service Revenue,Income,0,387169
Service Revenue,Income,0,649562
Consulting Income,Income,0,568784
Sales Revenue,Income,0,473975
Interest Income,Income,0,699519
Sales Revenue,Income,0,349879
Sales Revenue,Income,0,850321
Interest Income,Income,0,284249
Sales Revenue,Income,0,126534
Consulting Income,Income,0,369937
Service Revenue,Income,0,228423
Sales Revenue,Income,0,98516
Consulting Income,Income,0,551947
Service Revenue,Income,0,24219
Service Revenue,Income,0,330745
Interest Income,Income,0,686916
Consulting Income,Income,0,669590
Sales Revenue,Income,0,885937
Interest Income,Income,0,119712
Sales Revenue,Income,0,206433
Sales Revenue,Income,0,511961
Sales Revenue,Income,0,593097
Consulting Income,Income,0,938170
Interest Income,Income,0,281927
Consulting Income,Income,0,300798
Consulting Income,Income,0,143222
Service Revenue,Income,0,542219
Sales Revenue,Income,0,570928
Service Revenue,Income,0,701212
Service Revenue,Income,0,69411
Sales Revenue,Income,0,437343
Sales Revenue,Income,0,484346
Sales Revenue,Income,0,477531
Interest Income,Income,0,238517
Consulting Income,Income,0,937847
Interest Income,Income,0,314118
Sales Revenue,Income,0,795606
Service Revenue,Income,0,69172
Interest Income,Income,0,779582
Service Revenue,Income,0,982336
Service Revenue,Income,0,255523
Sales Revenue,Income,0,518277
Sales Revenue,Income,0,536361
Sales Revenue,Income,0,621374
Interest Income,Income,0,404796
Consulting Income,Income,0,848469
Interest Income,Income,0,568272
Sales Revenue,Income,0,974401
Sales Revenue,Income,0,374904
Consulting Income,Income,0,729631
Consulting Income,Income,0,927717
Interest Income,Income,0,704935
Sales Revenue,Income,0,901160
Sales Revenue,Income,0,168180
Service Revenue,Income,0,149775
Service Revenue,Income,0,745428
Sales Revenue,Income,0,186549
Sales Revenue,Income,0,804956
Consulting Income,Income,0,163324
Sales Revenue,Income,0,138805
Sales Revenue,Income,0,636622
Service Revenue,Income,0,874578
Service Revenue,Income,0,191788
Interest Income,Income,0,693695
Consulting Income,Income,0,661149
Sales Revenue,Income,0,669335
Consulting Income,Income,0,820681
Consulting Income,Income,0,925939
Interest Income,Income,0,942314
Consulting Income,Income,0,917851
Interest Income,Income,0,550523
Service Revenue,Income,0,888271
Consulting Income,Income,0,316501
Consulting Income,Income,0,260128
Sales Revenue,Income,0,999992
Sales Revenue,Income,0,166243
Sales Revenue,Income,0,590642
Consulting Income,Income,0,813130
Service Revenue,Income,0,857617
Service Revenue,Income,0,259707
Service Revenue,Income,0,24065
Sales Revenue,Income,0,948849
Service Revenue,Income,0,825996
Consulting Income,Income,0,335941
Service Revenue,Income,0,469066
Consulting Income,Income,0,206702
Service Revenue,Income,0,510896
Sales Revenue,Income,0,95358
Consulting Income,Income,0,368690
Interest Income,Income,0,895377
Interest Income,Income,0,105559
Sales Revenue,Income,0,446034
Service Revenue,Income,0,338832
Service Revenue,Income,0,259839
Consulting Income,Income,0,186952
Consulting Income,Income,0,557070
Sales Revenue,Income,0,370225
Interest Income,Income,0,811022
Interest Income,Income,0,28425
Interest Income,Income,0,354522
Consulting Income,Income,0,414828
Consulting Income,Income,0,372636
Service Revenue,Income,0,404761
Service Revenue,Income,0,553658
Interest Income,Income,0,703193
Consulting Income,Income,0,955190
Interest Income,Income,0,244429
Sales Revenue,Income,0,285015
Sales Revenue,Income,0,35017
Interest Income,Income,0,716717
Sales Revenue,Income,0,378216
Interest Income,Income,0,619019
Interest Income,Income,0,915216
Consulting Income,Income,0,340623
Interest Income,Income,0,276352
Interest Income,Income,0,807242
Sales Revenue,Income,0,326488
Sales Revenue,Income,0,769926
Service Revenue,Income,0,786694
Consulting Income,Income,0,78136
Consulting Income,Income,0,904007
Service Revenue,Income,0,597320
Sales Revenue,Income,0,918193
Consulting Income,Income,0,320220
Consulting Income,Income,0,38693
Interest Income,Income,0,12529
Interest Income,Income,0,826229
Sales Revenue,Income,0,458280
Consulting Income,Income,0,311992
Interest Income,Income,0,565102
Consulting Income,Income,0,99865
Sales Revenue,Income,0,961713
Service Revenue,Income,0,854875
Sales Revenue,Income,0,282962
Interest Income,Income,0,264171
Sales Revenue,Income,0,675355
Interest Income,Income,0,379718
Sales Revenue,Income,0,817879
Consulting Income,Income,0,253016
Sales Revenue,Income,0,450621
Consulting Income,Income,0,153661
Consulting Income,Income,0,529341
Sales Revenue,Income,0,992102
Sales Revenue,Income,0,589898
Interest Income,Income,0,497568
Consulting Income,Income,0,858898
Sales Revenue,Income,0,972054
Interest Income,Income,0,29261
Service Revenue,Income,0,109209
Consulting Income,Income,0,424159
Sales Revenue,Income,0,723931
Service Revenue,Income,0,312944
Sales Revenue,Income,0,443712
Interest Income,Income,0,467869
Interest Income,Income,0,819232
Service Revenue,Income,0,933733
Service Revenue,Income,0,675730
Consulting Income,Income,0,188289
Interest Income,Income,0,822985
Service Revenue,Income,0,572036
Sales Revenue,Income,0,177073
Service Revenue,Income,0,339610
Service Revenue,Income,0,542595
Interest Income,Income,0,904764
Sales Revenue,Income,0,389667
Consulting Income,Income,0,391048
Sales Revenue,Income,0,547403
Sales Revenue,Income,0,131801
Consulting Income,Income,0,18969
Sales Revenue,Income,0,464783
Sales Revenue,Income,0,112842
Consulting Income,Income,0,595287
Service Revenue,Income,0,337292
Sales Revenue,Income,0,785318
Interest Income,Income,0,927048
Sales Revenue,Income,0,502837
Service Revenue,Income,0,300954
Service Revenue,Income,0,656731
Sales Revenue,Income,0,535162
Sales Revenue,Income,0,828938
Sales Revenue,Income,0,530967
Consulting Income,Income,0,917636
Interest Income,Income,0,535924
Interest Income,Income,0,382271
Interest Income,Income,0,180164
Consulting Income,Income,0,612265
Interest Income,Income,0,648814
Consulting Income,Income,0,70107
Sales Revenue,Income,0,438105
Service Revenue,Income,0,838416
Consulting Income,Income,0,201182
Sales Revenue,Income,0,841303
Sales Revenue,Income,0,960377
Consulting Income,Income,0,462076
Consulting Income,Income,0,716043
Consulting Income,Income,0,881893
Sales Revenue,Income,0,593930
Consulting Income,Income,0,603075
Sales Revenue,Income,0,795709
Interest Income,Income,0,334512
Interest Income,Income,0,568065
Consulting Income,Income,0,825070
Consulting Income,Income,0,962045
Sales Revenue,Income,0,341652
Sales Revenue,Income,0,277981
Sales Revenue,Income,0,474687
Interest Income,Income,0,16080
Interest Income,Income,0,804146
Consulting Income,Income,0,498227
Service Revenue,Income,0,11742
Consulting Income,Income,0,361403
Sales Revenue,Income,0,421632
Sales Revenue,Income,0,47475
Consulting Income,Income,0,406740
Interest Income,Income,0,861414
Interest Income,Income,0,66418
Consulting Income,Income,0,449498
Interest Income,Income,0,461097
Interest Income,Income,0,976855
Service Revenue,Income,0,622581
Consulting Income,Income,0,344011
Sales Revenue,Income,0,11713
Interest Income,Income,0,988422
Interest Income,Income,0,325502
Interest Income,Income,0,775263
Consulting Income,Income,0,489270
Consulting Income,Income,0,413696
Consulting Income,Income,0,209773
Interest Income,Income,0,112662
Sales Revenue,Income,0,597357
Interest Income,Income,0,19543
Interest Income,Income,0,843046
Service Revenue,Income,0,876730
Consulting Income,Income,0,762088
Consulting Income,Income,0,746898
Sales Revenue,Income,0,575280
Consulting Income,Income,0,819676
Service Revenue,Income,0,192246
Interest Income,Income,0,520640
Interest Income,Income,0,664117
Interest Income,Income,0,423084
Sales Revenue,Income,0,259080
Service Revenue,Income,0,57174
Consulting Income,Income,0,674687
Consulting Income,Income,0,307535
Interest Income,Income,0,785524
Service Revenue,Income,0,943077
Sales Revenue,Income,0,396943
Interest Income,Income,0,438615
Interest Income,Income,0,709321
Service Revenue,Income,0,407145
Sales Revenue,Income,0,972853
Service Revenue,Income,0,548935
Consulting Income,Income,0,802806
Consulting Income,Income,0,275221
Sales Revenue,Income,0,823059
Interest Income,Income,0,562057
Sales Revenue,Income,0,993842
Service Revenue,Income,0,696651
Sales Revenue,Income,0,716927
Sales Revenue,Income,0,792895
Sales Revenue,Income,0,618296
Interest Income,Income,0,91882
Service Revenue,Income,0,74236
Service Revenue,Income,0,110504
Sales Revenue,Income,0,320844
Service Revenue,Income,0,199134
Sales Revenue,Income,0,782974
Consulting Income,Income,0,528881
Interest Income,Income,0,661852
Consulting Income,Income,0,292355
Consulting Income,Income,0,965392
Consulting Income,Income,0,43774
Service Revenue,Income,0,740189
Consulting Income,Income,0,69535
Service Revenue,Income,0,890518
Consulting Income,Income,0,188434
Service Revenue,Income,0,712855
Consulting Income,Income,0,433469
Service Revenue,Income,0,518343
Consulting Income,Income,0,979460
Interest Income,Income,0,419293
Service Revenue,Income,0,552186
Interest Income,Income,0,521353
Consulting Income,Income,0,257354
Sales Revenue,Income,0,294616
Consulting Income,Income,0,620913
Consulting Income,Income,0,439235
Consulting Income,Income,0,994046
Consulting Income,Income,0,588396
Sales Revenue,Income,0,533670
Service Revenue,Income,0,774868
Interest Income,Income,0,427998
Service Revenue,Income,0,679288
Service Revenue,Income,0,481945
Service Revenue,Income,0,884865
Consulting Income,Income,0,388829
Consulting Income,Income,0,812252
Sales Revenue,Income,0,887739
Consulting Income,Income,0,929076
Service Revenue,Income,0,276993
Service Revenue,Income,0,291467
Service Revenue,Income,0,753891
Interest Income,Income,0,666448
Service Revenue,Income,0,360700
Service Revenue,Income,0,764773
Interest Income,Income,0,476671
Service Revenue,Income,0,21867
Service Revenue,Income,0,416097
Service Revenue,Income,0,97328
Consulting Income,Income,0,37862
Sales Revenue,Income,0,301933
Service Revenue,Income,0,51481
Consulting Income,Income,0,887729
Consulting Income,Income,0,837529
Interest Income,Income,0,53773
Consulting Income,Income,0,186519
Interest Income,Income,0,426144
Consulting Income,Income,0,138421
Sales Revenue,Income,0,553448
Consulting Income,Income,0,363384
Sales Revenue,Income,0,112240
Interest Income,Income,0,790024
Interest Income,Income,0,712162
Consulting Income,Income,0,659103
Consulting Income,Income,0,689904
Interest Income,Income,0,818951
Service Revenue,Income,0,375004
Interest Income,Income,0,693627
Consulting Income,Income,0,120348
Interest Income,Income,0,245338
Sales Revenue,Income,0,598637
Interest Income,Income,0,162598
Sales Revenue,Income,0,588484
Sales Revenue,Income,0,428608
Consulting Income,Income,0,486417
Sales Revenue,Income,0,263047
Interest Income,Income,0,859896
Consulting Income,Income,0,266405
Service Revenue,Income,0,276431
Service Revenue,Income,0,890740
Interest Income,Income,0,363914
Consulting Income,Income,0,346718
Interest Income,Income,0,823104
Service Revenue,Income,0,719040
Sales Revenue,Income,0,198359
Service Revenue,Income,0,479217
Service Revenue,Income,0,578735
Consulting Income,Income,0,768013
Sales Revenue,Income,0,904675
Sales Revenue,Income,0,915813
Service Revenue,Income,0,425466
Interest Income,Income,0,866975
Consulting Income,Income,0,455012
Service Revenue,Income,0,58620
Sales Revenue,Income,0,469801
Interest Income,Income,0,509479
Service Revenue,Income,0,830924
Consulting Income,Income,0,66357
Sales Revenue,Income,0,868398
Interest Income,Income,0,921411
Consulting Income,Income,0,632583
Consulting Income,Income,0,520259
Consulting Income,Income,0,570458
Sales Revenue,Income,0,715842
Interest Income,Income,0,954765
Consulting Income,Income,0,491892
Service Revenue,Income,0,529616
Interest Income,Income,0,270228
Sales Revenue,Income,0,928019
Consulting Income,Income,0,631100
Sales Revenue,Income,0,139552
Service Revenue,Income,0,979424
Service Revenue,Income,0,454175
Consulting Income,Income,0,108901
Consulting Income,Income,0,888612
Sales Revenue,Income,0,255319
Service Revenue,Income,0,893066
Sales Revenue,Income,0,862705
Service Revenue,Income,0,622901
Service Revenue,Income,0,189835
Interest Income,Income,0,708005
Service Revenue,Income,0,583975
Sales Revenue,Income,0,908191
Sales Revenue,Income,0,451124
Interest Income,Income,0,230279
Interest Income,Income,0,553804
Consulting Income,Income,0,938182
Consulting Income,Income,0,199172
Consulting Income,Income,0,226168
Consulting Income,Income,0,908347
Service Revenue,Income,0,816281
Service Revenue,Income,0,303138
Interest Income,Income,0,31346
Service Revenue,Income,0,922009
Service Revenue,Income,0,155105
Interest Income,Income,0,360931
Consulting Income,Income,0,635870
Consulting Income,Income,0,505266
Consulting Income,Income,0,506820
Consulting Income,Income,0,803469
Consulting Income,Income,0,149477
Interest Income,Income,0,189621
Service Revenue,Income,0,959890
Consulting Income,Income,0,117226
Interest Income,Income,0,572040
Sales Revenue,Income,0,714901
Consulting Income,Income,0,398754
Sales Revenue,Income,0,984590
Consulting Income,Income,0,761112
Service Revenue,Income,0,110794
Sales Revenue,Income,0,327845
Consulting Income,Income,0,28062
Sales Revenue,Income,0,364240
Consulting Income,Income,0,700899
Sales Revenue,Income,0,623157
Service Revenue,Income,0,853756
Consulting Income,Income,0,409259
Consulting Income,Income,0,627209
Interest Income,Income,0,570356
Consulting Income,Income,0,641729
Service Revenue,Income,0,613733
Service Revenue,Income,0,153449
Service Revenue,Income,0,359712
Consulting Income,Income,0,936207
Interest Income,Income,0,840411
Consulting Income,Income,0,126955
Consulting Income,Income,0,348247
Sales Revenue,Income,0,463114
Consulting Income,Income,0,113986
Interest Income,Income,0,373805
Consulting Income,Income,0,985229
Service Revenue,Income,0,438734
Consulting Income,Income,0,890621
Service Revenue,Income,0,125373
Consulting Income,Income,0,231311
Consulting Income,Income,0,223023
Interest Income,Income,0,484117
Interest Income,Income,0,803050
Consulting Income,Income,0,758737
Consulting Income,Income,0,311632
Service Revenue,Income,0,797878
Consulting Income,Income,0,45244
Consulting Income,Income,0,329516
Consulting Income,Income,0,606884
Sales Revenue,Income,0,547282
Interest Income,Income,0,401623
Consulting Income,Income,0,84296
Sales Revenue,Income,0,938536
Interest Income,Income,0,506960
Consulting Income,Income,0,584465
Salary Expense,Expense,9376,0
Travel Expense,Expense,256656,0
Rent Expense,Expense,84738,0
Office Expense,Expense,20413,0
Travel Expense,Expense,175016,0
Electricity Expense,Expense,245648,0
Software Expense,Expense,29098,0
Travel Expense,Expense,213286,0
Rent Expense,Expense,28325,0
Office Expense,Expense,87889,0
Travel Expense,Expense,228052,0
Salary Expense,Expense,249376,0
Software Expense,Expense,226273,0
Electricity Expense,Expense,137467,0
Office Expense,Expense,85682,0
Rent Expense,Expense,174811,0
Office Expense,Expense,121404,0
Office Expense,Expense,134406,0
Salary Expense,Expense,190323,0
Salary Expense,Expense,237601,0
Salary Expense,Expense,280686,0
Rent Expense,Expense,230377,0
Office Expense,Expense,18269,0
Salary Expense,Expense,85077,0
Rent Expense,Expense,158965,0
Travel Expense,Expense,246091,0
Software Expense,Expense,295929,0
Rent Expense,Expense,31659,0
Salary Expense,Expense,20420,0
Salary Expense,Expense,28095,0
Office Expense,Expense,228274,0
Salary Expense,Expense,190804,0
Electricity Expense,Expense,103697,0
Salary Expense,Expense,157349,0
Electricity Expense,Expense,80234,0
Software Expense,Expense,271342,0
Software Expense,Expense,257158,0
Travel Expense,Expense,269812,0
Electricity Expense,Expense,139152,0
Rent Expense,Expense,203497,0
Rent Expense,Expense,119339,0
Travel Expense,Expense,157194,0
Software Expense,Expense,21485,0
Office Expense,Expense,29597,0
Rent Expense,Expense,215126,0
Office Expense,Expense,107094,0
Office Expense,Expense,33846,0
Rent Expense,Expense,192889,0
Office Expense,Expense,163461,0
Office Expense,Expense,83567,0
Software Expense,Expense,183553,0
Office Expense,Expense,275099,0
Electricity Expense,Expense,217275,0
Electricity Expense,Expense,116783,0
Software Expense,Expense,101057,0
Travel Expense,Expense,145988,0
Rent Expense,Expense,123951,0
Electricity Expense,Expense,11415,0
Travel Expense,Expense,40143,0
Rent Expense,Expense,3952,0
Office Expense,Expense,17986,0
Office Expense,Expense,72066,0
Salary Expense,Expense,97454,0
Office Expense,Expense,70223,0
Software Expense,Expense,36528,0
Travel Expense,Expense,161567,0
Software Expense,Expense,33505,0
Software Expense,Expense,52101,0
Electricity Expense,Expense,289100,0
Electricity Expense,Expense,186871,0
Travel Expense,Expense,20332,0
Travel Expense,Expense,199673,0
Electricity Expense,Expense,16043,0
Office Expense,Expense,142534,0
Rent Expense,Expense,70261,0
Salary Expense,Expense,142366,0
Electricity Expense,Expense,111574,0
Electricity Expense,Expense,158115,0
Salary Expense,Expense,197506,0
Software Expense,Expense,264088,0
Software Expense,Expense,202860,0
Office Expense,Expense,86333,0
Electricity Expense,Expense,184391,0
Salary Expense,Expense,56715,0
Office Expense,Expense,63072,0
Electricity Expense,Expense,50645,0
Office Expense,Expense,27722,0
Rent Expense,Expense,242768,0
Software Expense,Expense,213116,0
Electricity Expense,Expense,38566,0
Salary Expense,Expense,214705,0
Software Expense,Expense,246284,0
Rent Expense,Expense,292677,0
Travel Expense,Expense,242868,0
Office Expense,Expense,287932,0
Salary Expense,Expense,63084,0
Rent Expense,Expense,167742,0
Travel Expense,Expense,222844,0
Rent Expense,Expense,152312,0
Rent Expense,Expense,99347,0
Salary Expense,Expense,160872,0
Salary Expense,Expense,286780,0
Office Expense,Expense,219872,0
Salary Expense,Expense,133035,0
Rent Expense,Expense,90201,0
Software Expense,Expense,161298,0
Salary Expense,Expense,213377,0
Electricity Expense,Expense,36219,0
Salary Expense,Expense,293306,0
Electricity Expense,Expense,137486,0
Electricity Expense,Expense,189527,0
Salary Expense,Expense,260355,0
Software Expense,Expense,25044,0
Office Expense,Expense,226200,0
Travel Expense,Expense,150834,0
Travel Expense,Expense,22690,0
Salary Expense,Expense,197351,0
Electricity Expense,Expense,112328,0
Rent Expense,Expense,72157,0
Electricity Expense,Expense,80305,0
Salary Expense,Expense,156618,0
Electricity Expense,Expense,201206,0
Travel Expense,Expense,272068,0
Rent Expense,Expense,80040,0
Travel Expense,Expense,279147,0
Office Expense,Expense,22169,0
Travel Expense,Expense,243466,0
Office Expense,Expense,247880,0
Office Expense,Expense,141296,0
Office Expense,Expense,161160,0
Electricity Expense,Expense,153397,0
Electricity Expense,Expense,131992,0
Rent Expense,Expense,38846,0
Salary Expense,Expense,143305,0
Office Expense,Expense,81306,0
Software Expense,Expense,260109,0
Electricity Expense,Expense,25032,0
Electricity Expense,Expense,192818,0
Software Expense,Expense,215547,0
Office Expense,Expense,100636,0
Salary Expense,Expense,93140,0
Salary Expense,Expense,177098,0
Software Expense,Expense,111423,0
Salary Expense,Expense,270562,0
Salary Expense,Expense,128499,0
Rent Expense,Expense,224400,0
Salary Expense,Expense,61909,0
Rent Expense,Expense,75504,0
Office Expense,Expense,297739,0
Travel Expense,Expense,257302,0
Office Expense,Expense,291614,0
Rent Expense,Expense,68254,0
Rent Expense,Expense,166824,0
Electricity Expense,Expense,169063,0
Office Expense,Expense,198202,0
Travel Expense,Expense,148813,0
Software Expense,Expense,258049,0
Software Expense,Expense,86751,0
Salary Expense,Expense,148944,0
Travel Expense,Expense,88537,0
Office Expense,Expense,242081,0
Rent Expense,Expense,295801,0
