Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
GST Payment,GST Payment,98301,-98301,2026-06-02,2026-06-02,REF97253,REF97253,CHQ4391,CHQ4391,Reversal Entry
Salary Payment,Not Available,79952,0,2026-06-21,2026-06-21,REF86143,NA,CHQ3094,NA,Missing Entry
Professional Fees,Unknown Transaction,21293,63879,2026-06-29,2026-06-29,REF22690,REF22690,CHQ5278,CHQ5278,Suspicious
Salary Payment,Salary Payment,80219,80219,2026-06-24,2026-06-24,REF43714,REF43714,CHQ5221,CHQ5221,Matched
Office Rent,Not Available,83514,0,2026-06-15,2026-06-15,REF39339,NA,CHQ8154,NA,Missing Entry
GST Payment,GST Payment,17523,-17523,2026-06-24,2026-06-24,REF62513,REF62513,CHQ7703,CHQ7703,Reversal Entry
Bank Charges,Bank Charges,77713,77713,2026-06-01,2026-06-01,REF12021,REF12021,CHQ5432,CHQ5432,Duplicate
Customer Receipt,Customer Receipt,24069,-24069,2026-06-09,2026-06-09,REF91789,REF91789,CHQ8795,CHQ8795,Reversal Entry
Vendor Payment,Unknown Transaction,24172,72516,2026-06-14,2026-06-14,REF54252,REF54252,CHQ3834,CHQ3834,Suspicious
Bank Charges,Bank Charges,23315,23307,2026-06-21,2026-06-22,REF94562,REF94562,CHQ9178,CHQ9178,Fuzzy Matched
Vendor Payment,Not Available,21514,0,2026-06-12,2026-06-12,REF70071,NA,CHQ4465,NA,Missing Entry
Software Subscription,Unknown Transaction,60862,304310,2026-06-20,2026-06-20,REF93370,REF93370,CHQ4124,CHQ4124,Suspicious
Professional Fees,Unknown Transaction,63423,190269,2026-06-24,2026-06-24,REF22733,REF22733,CHQ3809,CHQ3809,Suspicious
Electricity Bill,Electricity Bill,61761,61761,2026-06-06,2026-06-06,REF43067,REF43067,CHQ7020,CHQ7020,Matched
Salary Payment,Salary Payment,80984,80985,2026-06-04,2026-06-05,REF23930,REF23930,CHQ2141,CHQ2141,Fuzzy Matched
Bank Charges,Bank Charges,82228,82228,2026-06-30,2026-06-30,REF78522,REF78522,CHQ4170,CHQ4170,Duplicate
Software Subscription,Unknown Transaction,85060,170120,2026-06-29,2026-06-29,REF23371,REF23371,CHQ8135,CHQ8135,Suspicious
Customer Receipt,Customer Receipt,91249,-91249,2026-06-18,2026-06-18,REF82066,REF82066,CHQ8715,CHQ8715,Reversal Entry
GST Payment,GST Payment,16828,16828,2026-06-28,2026-06-28,REF95353,REF95353,CHQ7579,CHQ7579,Duplicate
Salary Payment,Salary Payment,69840,69840,2026-06-15,2026-06-15,REF71696,REF71696,CHQ8813,CHQ8813,Duplicate
Professional Fees,Unknown Transaction,67056,134112,2026-06-09,2026-06-09,REF17384,REF17384,CHQ3986,CHQ3986,Suspicious
Electricity Bill,Electricity Bill,51264,51259,2026-07-01,2026-07-02,REF80360,REF80360,CHQ9344,CHQ9344,Fuzzy Matched
GST Payment,GST Payment,38966,-38966,2026-06-29,2026-06-29,REF40769,REF40769,CHQ3008,CHQ3008,Reversal Entry
Office Rent,Office Rent,34381,34381,2026-06-02,2026-06-02,REF86695,REF86695,CHQ9282,CHQ9282,Matched
Software Subscription,Software Subscription,1541,1541,2026-06-28,2026-06-28,REF90763,REF90763,CHQ2125,CHQ2125,Matched
Bank Charges,Bank Charges,62630,62630,2026-06-27,2026-06-27,REF25803,REF25803,CHQ3777,CHQ3777,Matched
Software Subscription,Software Subscription,71803,-71803,2026-06-30,2026-06-30,REF22225,REF22225,CHQ4701,CHQ4701,Reversal Entry
Professional Fees,Unknown Transaction,74553,372765,2026-06-17,2026-06-17,REF24057,REF24057,CHQ2966,CHQ2966,Suspicious
Salary Payment,Salary Payment,59840,-59840,2026-06-27,2026-06-27,REF47136,REF47136,CHQ3620,CHQ3620,Reversal Entry
GST Payment,GST Payment,1434,1434,2026-06-16,2026-06-16,REF46286,REF46286,CHQ9920,CHQ9920,Duplicate
Office Rent,Office Rent,93831,93831,2026-06-12,2026-06-12,REF67785,REF67785,CHQ4457,CHQ4457,Matched
Salary Payment,Not Available,23245,0,2026-06-03,2026-06-03,REF87569,NA,CHQ8432,NA,Missing Entry
Salary Payment,Salary Payment,67818,67818,2026-06-08,2026-06-08,REF36390,REF36390,CHQ3428,CHQ3428,Duplicate
Software Subscription,Software Subscription,22601,22601,2026-06-11,2026-06-11,REF91636,REF91636,CHQ6247,CHQ6247,Matched
Office Rent,Unknown Transaction,87255,349020,2026-06-06,2026-06-06,REF20817,REF20817,CHQ7583,CHQ7583,Suspicious
Software Subscription,Software Subscription,39486,39478,2026-06-19,2026-06-22,REF25221,REF25221,CHQ7868,CHQ7868,Fuzzy Matched
Software Subscription,Software Subscription,32488,32486,2026-06-18,2026-06-20,REF67764,REF67764,CHQ8966,CHQ8966,Fuzzy Matched
Bank Charges,Not Available,61594,0,2026-06-09,2026-06-09,REF21054,NA,CHQ1862,NA,Missing Entry
Vendor Payment,Vendor Payment,52796,52796,2026-06-25,2026-06-25,REF60261,REF60261,CHQ3279,CHQ3279,Duplicate
Vendor Payment,Vendor Payment,26074,-26074,2026-06-05,2026-06-05,REF17441,REF17441,CHQ5678,CHQ5678,Reversal Entry
Bank Charges,Bank Charges,8171,8171,2026-06-02,2026-06-02,REF35553,REF35553,CHQ1265,CHQ1265,Matched
GST Payment,GST Payment,81421,81421,2026-06-04,2026-06-04,REF20828,REF20828,CHQ5513,CHQ5513,Matched
Fuel Expense,Fuel Expense,61825,61825,2026-06-11,2026-06-11,REF22260,REF22260,CHQ7343,CHQ7343,Duplicate
GST Payment,Not Available,62557,0,2026-06-27,2026-06-27,REF29700,NA,CHQ3998,NA,Missing Entry
Vendor Payment,Vendor Payment,69529,69530,2026-06-26,2026-06-27,REF46226,REF46226,CHQ7354,CHQ7354,Fuzzy Matched
Electricity Bill,Unknown Transaction,93777,281331,2026-06-26,2026-06-26,REF68011,REF68011,CHQ6089,CHQ6089,Suspicious
Fuel Expense,Fuel Expense,86394,86394,2026-06-28,2026-06-28,REF36098,REF36098,CHQ6290,CHQ6290,Matched
GST Payment,Not Available,72945,0,2026-06-23,2026-06-23,REF18576,NA,CHQ4651,NA,Missing Entry
Electricity Bill,Electricity Bill,83403,-83403,2026-06-30,2026-06-30,REF57783,REF57783,CHQ3788,CHQ3788,Reversal Entry
Office Rent,Office Rent,41307,41307,2026-06-26,2026-06-26,REF74400,REF74400,CHQ5454,CHQ5454,Matched
Bank Charges,Bank Charges,36104,36104,2026-06-05,2026-06-05,REF97791,REF97791,CHQ6745,CHQ6745,Duplicate
GST Payment,Not Available,80355,0,2026-06-04,2026-06-04,REF39777,NA,CHQ1801,NA,Missing Entry
Fuel Expense,Fuel Expense,94831,94837,2026-06-01,2026-06-02,REF32395,REF32395,CHQ2809,CHQ2809,Fuzzy Matched
Electricity Bill,Not Available,10836,0,2026-06-04,2026-06-04,REF31223,NA,CHQ1184,NA,Missing Entry
Fuel Expense,Unknown Transaction,73482,220446,2026-06-17,2026-06-17,REF68122,REF68122,CHQ9064,CHQ9064,Suspicious
Vendor Payment,Vendor Payment,39932,-39932,2026-06-02,2026-06-02,REF96002,REF96002,CHQ5525,CHQ5525,Reversal Entry
Fuel Expense,Fuel Expense,92328,92328,2026-06-28,2026-06-28,REF66424,REF66424,CHQ5444,CHQ5444,Matched
Software Subscription,Software Subscription,12632,12639,2026-06-22,2026-06-25,REF19888,REF19888,CHQ9874,CHQ9874,Fuzzy Matched
Fuel Expense,Fuel Expense,98046,98042,2026-06-08,2026-06-11,REF11500,REF11500,CHQ3725,CHQ3725,Fuzzy Matched
Software Subscription,Software Subscription,69447,69447,2026-06-24,2026-06-24,REF85142,REF85142,CHQ4828,CHQ4828,Duplicate
Vendor Payment,Vendor Payment,68137,68137,2026-06-06,2026-06-06,REF52676,REF52676,CHQ8448,CHQ8448,Duplicate
GST Payment,GST Payment,34471,34471,2026-06-03,2026-06-03,REF80074,REF80074,CHQ7670,CHQ7670,Duplicate
Salary Payment,Salary Payment,56673,-56673,2026-06-27,2026-06-27,REF78172,REF78172,CHQ1169,CHQ1169,Reversal Entry
Electricity Bill,Unknown Transaction,34067,170335,2026-06-19,2026-06-19,REF96098,REF96098,CHQ9173,CHQ9173,Suspicious
Customer Receipt,Customer Receipt,83438,83438,2026-06-16,2026-06-16,REF58540,REF58540,CHQ5754,CHQ5754,Duplicate
Vendor Payment,Vendor Payment,86339,86339,2026-06-10,2026-06-10,REF83858,REF83858,CHQ1251,CHQ1251,Duplicate
Professional Fees,Professional Fees,19803,19803,2026-06-03,2026-06-03,REF14883,REF14883,CHQ2259,CHQ2259,Duplicate
Customer Receipt,Customer Receipt,28709,28709,2026-06-07,2026-06-07,REF39862,REF39862,CHQ3878,CHQ3878,Duplicate
Software Subscription,Software Subscription,66864,-66864,2026-06-11,2026-06-11,REF53018,REF53018,CHQ8549,CHQ8549,Reversal Entry
Fuel Expense,Fuel Expense,66310,66310,2026-06-14,2026-06-14,REF14885,REF14885,CHQ7766,CHQ7766,Matched
GST Payment,GST Payment,44074,44074,2026-06-26,2026-06-26,REF22630,REF22630,CHQ9805,CHQ9805,Duplicate
GST Payment,GST Payment,19398,19392,2026-06-22,2026-06-25,REF76741,REF76741,CHQ7537,CHQ7537,Fuzzy Matched
Electricity Bill,Electricity Bill,32560,-32560,2026-06-09,2026-06-09,REF80277,REF80277,CHQ6356,CHQ6356,Reversal Entry
Customer Receipt,Unknown Transaction,80830,242490,2026-06-04,2026-06-04,REF12517,REF12517,CHQ1842,CHQ1842,Suspicious
Customer Receipt,Customer Receipt,92970,-92970,2026-06-08,2026-06-08,REF16938,REF16938,CHQ2833,CHQ2833,Reversal Entry
Customer Receipt,Customer Receipt,27750,27750,2026-06-03,2026-06-03,REF32958,REF32958,CHQ9596,CHQ9596,Duplicate
Professional Fees,Professional Fees,54004,-54004,2026-06-18,2026-06-18,REF60188,REF60188,CHQ7244,CHQ7244,Reversal Entry
Bank Charges,Bank Charges,61252,-61252,2026-06-05,2026-06-05,REF89109,REF89109,CHQ1261,CHQ1261,Reversal Entry
Customer Receipt,Customer Receipt,73740,73740,2026-06-12,2026-06-12,REF90103,REF90103,CHQ2807,CHQ2807,Matched
Salary Payment,Not Available,60217,0,2026-06-05,2026-06-05,REF38201,NA,CHQ6200,NA,Missing Entry
Office Rent,Not Available,31033,0,2026-06-07,2026-06-07,REF79084,NA,CHQ9575,NA,Missing Entry
Professional Fees,Professional Fees,11799,11798,2026-06-30,2026-07-02,REF60515,REF60515,CHQ6186,CHQ6186,Fuzzy Matched
Office Rent,Office Rent,80279,80273,2026-06-23,2026-06-25,REF48765,REF48765,CHQ2426,CHQ2426,Fuzzy Matched
Office Rent,Office Rent,41246,-41246,2026-06-05,2026-06-05,REF99045,REF99045,CHQ3263,CHQ3263,Reversal Entry
Office Rent,Office Rent,69797,69794,2026-06-03,2026-06-06,REF90010,REF90010,CHQ2889,CHQ2889,Fuzzy Matched
Salary Payment,Salary Payment,33883,33883,2026-06-02,2026-06-02,REF37202,REF37202,CHQ5356,CHQ5356,Duplicate
Office Rent,Not Available,56372,0,2026-06-18,2026-06-18,REF93092,NA,CHQ4303,NA,Missing Entry
Professional Fees,Professional Fees,17421,17421,2026-06-13,2026-06-13,REF68184,REF68184,CHQ6561,CHQ6561,Duplicate
Professional Fees,Professional Fees,7645,7645,2026-06-03,2026-06-03,REF67134,REF67134,CHQ9894,CHQ9894,Duplicate
Vendor Payment,Vendor Payment,32658,32648,2026-06-02,2026-06-05,REF82483,REF82483,CHQ1884,CHQ1884,Fuzzy Matched
Fuel Expense,Fuel Expense,82223,82223,2026-06-19,2026-06-19,REF66350,REF66350,CHQ7017,CHQ7017,Duplicate
Bank Charges,Bank Charges,66803,66797,2026-06-24,2026-06-25,REF20297,REF20297,CHQ7936,CHQ7936,Fuzzy Matched
Fuel Expense,Fuel Expense,96851,96851,2026-06-20,2026-06-20,REF28476,REF28476,CHQ8822,CHQ8822,Matched
Office Rent,Office Rent,67394,67394,2026-06-20,2026-06-20,REF48827,REF48827,CHQ3564,CHQ3564,Matched
Bank Charges,Bank Charges,94758,94758,2026-06-08,2026-06-08,REF50545,REF50545,CHQ9698,CHQ9698,Duplicate
Customer Receipt,Customer Receipt,89874,89877,2026-06-13,2026-06-16,REF13087,REF13087,CHQ7780,CHQ7780,Fuzzy Matched
Software Subscription,Software Subscription,22908,22908,2026-06-29,2026-06-29,REF36990,REF36990,CHQ1923,CHQ1923,Duplicate
Customer Receipt,Customer Receipt,90468,90476,2026-06-26,2026-06-27,REF92116,REF92116,CHQ6669,CHQ6669,Fuzzy Matched
Office Rent,Unknown Transaction,11826,23652,2026-06-04,2026-06-04,REF32728,REF32728,CHQ1851,CHQ1851,Suspicious
Vendor Payment,Unknown Transaction,29135,58270,2026-06-14,2026-06-14,REF69190,REF69190,CHQ6639,CHQ6639,Suspicious
Customer Receipt,Not Available,6174,0,2026-06-22,2026-06-22,REF39591,NA,CHQ4726,NA,Missing Entry
Software Subscription,Not Available,22456,0,2026-06-30,2026-06-30,REF80282,NA,CHQ6417,NA,Missing Entry
GST Payment,GST Payment,40722,40722,2026-06-06,2026-06-06,REF67741,REF67741,CHQ9297,CHQ9297,Duplicate
Software Subscription,Software Subscription,10388,10378,2026-06-25,2026-06-27,REF12312,REF12312,CHQ2141,CHQ2141,Fuzzy Matched
Vendor Payment,Vendor Payment,7823,7827,2026-06-01,2026-06-03,REF35258,REF35258,CHQ5028,CHQ5028,Fuzzy Matched
Electricity Bill,Electricity Bill,43073,43076,2026-06-10,2026-06-13,REF72222,REF72222,CHQ8366,CHQ8366,Fuzzy Matched
Professional Fees,Not Available,60121,0,2026-06-26,2026-06-26,REF87580,NA,CHQ4963,NA,Missing Entry
Software Subscription,Software Subscription,32102,32102,2026-06-10,2026-06-10,REF23830,REF23830,CHQ7964,CHQ7964,Duplicate
Software Subscription,Software Subscription,70871,70866,2026-06-26,2026-06-28,REF10624,REF10624,CHQ5904,CHQ5904,Fuzzy Matched
GST Payment,Not Available,33556,0,2026-06-14,2026-06-14,REF42119,NA,CHQ7448,NA,Missing Entry
Vendor Payment,Vendor Payment,90147,90151,2026-06-09,2026-06-10,REF88851,REF88851,CHQ3781,CHQ3781,Fuzzy Matched
Salary Payment,Salary Payment,80988,80984,2026-06-25,2026-06-27,REF65999,REF65999,CHQ2084,CHQ2084,Fuzzy Matched
Vendor Payment,Vendor Payment,17947,17937,2026-07-01,2026-07-02,REF99595,REF99595,CHQ7685,CHQ7685,Fuzzy Matched
Customer Receipt,Customer Receipt,29249,29249,2026-06-22,2026-06-22,REF55838,REF55838,CHQ7601,CHQ7601,Matched
Bank Charges,Bank Charges,99380,99383,2026-06-11,2026-06-14,REF55688,REF55688,CHQ1327,CHQ1327,Fuzzy Matched
Software Subscription,Unknown Transaction,10955,32865,2026-06-22,2026-06-22,REF99531,REF99531,CHQ8933,CHQ8933,Suspicious
Vendor Payment,Vendor Payment,87122,-87122,2026-06-18,2026-06-18,REF11773,REF11773,CHQ7929,CHQ7929,Reversal Entry
Vendor Payment,Not Available,78595,0,2026-06-24,2026-06-24,REF93812,NA,CHQ2552,NA,Missing Entry
Software Subscription,Not Available,34901,0,2026-06-26,2026-06-26,REF20941,NA,CHQ6301,NA,Missing Entry
Fuel Expense,Fuel Expense,81497,-81497,2026-06-27,2026-06-27,REF46533,REF46533,CHQ6580,CHQ6580,Reversal Entry
Fuel Expense,Fuel Expense,18033,18031,2026-06-03,2026-06-06,REF12108,REF12108,CHQ2622,CHQ2622,Fuzzy Matched
Vendor Payment,Vendor Payment,94843,94843,2026-06-18,2026-06-18,REF20228,REF20228,CHQ9787,CHQ9787,Duplicate
Fuel Expense,Fuel Expense,63419,-63419,2026-06-13,2026-06-13,REF52425,REF52425,CHQ8009,CHQ8009,Reversal Entry
Vendor Payment,Vendor Payment,96321,96321,2026-06-11,2026-06-11,REF25360,REF25360,CHQ3112,CHQ3112,Duplicate
Electricity Bill,Electricity Bill,5935,5935,2026-06-17,2026-06-17,REF58985,REF58985,CHQ3184,CHQ3184,Matched
Vendor Payment,Vendor Payment,81367,-81367,2026-06-09,2026-06-09,REF81149,REF81149,CHQ7205,CHQ7205,Reversal Entry
Customer Receipt,Unknown Transaction,49422,98844,2026-06-30,2026-06-30,REF98332,REF98332,CHQ2413,CHQ2413,Suspicious
Vendor Payment,Not Available,48793,0,2026-06-15,2026-06-15,REF22895,NA,CHQ4005,NA,Missing Entry
Customer Receipt,Not Available,87521,0,2026-06-07,2026-06-07,REF30889,NA,CHQ3189,NA,Missing Entry
Electricity Bill,Electricity Bill,49008,49001,2026-06-21,2026-06-22,REF74224,REF74224,CHQ5672,CHQ5672,Fuzzy Matched
Salary Payment,Salary Payment,43760,43760,2026-06-17,2026-06-17,REF49663,REF49663,CHQ7006,CHQ7006,Matched
GST Payment,GST Payment,24215,24215,2026-06-01,2026-06-01,REF20398,REF20398,CHQ7800,CHQ7800,Duplicate
Office Rent,Office Rent,74776,74770,2026-06-10,2026-06-11,REF11345,REF11345,CHQ8362,CHQ8362,Fuzzy Matched
Professional Fees,Unknown Transaction,67225,134450,2026-06-13,2026-06-13,REF54688,REF54688,CHQ6687,CHQ6687,Suspicious
Salary Payment,Salary Payment,91260,-91260,2026-06-02,2026-06-02,REF60275,REF60275,CHQ9761,CHQ9761,Reversal Entry
Customer Receipt,Customer Receipt,3076,-3076,2026-06-17,2026-06-17,REF11609,REF11609,CHQ8100,CHQ8100,Reversal Entry
Salary Payment,Not Available,82231,0,2026-06-28,2026-06-28,REF16347,NA,CHQ7237,NA,Missing Entry
Vendor Payment,Vendor Payment,98589,98589,2026-06-22,2026-06-22,REF63342,REF63342,CHQ9893,CHQ9893,Duplicate
Salary Payment,Not Available,21352,0,2026-06-28,2026-06-28,REF33339,NA,CHQ8684,NA,Missing Entry
Customer Receipt,Unknown Transaction,7429,29716,2026-06-28,2026-06-28,REF30112,REF30112,CHQ4958,CHQ4958,Suspicious
Fuel Expense,Fuel Expense,1861,1861,2026-06-11,2026-06-11,REF38601,REF38601,CHQ3026,CHQ3026,Duplicate
Bank Charges,Bank Charges,31561,-31561,2026-06-03,2026-06-03,REF65992,REF65992,CHQ1195,CHQ1195,Reversal Entry
Software Subscription,Software Subscription,58515,58506,2026-06-04,2026-06-05,REF65296,REF65296,CHQ7635,CHQ7635,Fuzzy Matched
Software Subscription,Not Available,71593,0,2026-06-05,2026-06-05,REF93773,NA,CHQ8489,NA,Missing Entry
Fuel Expense,Fuel Expense,2712,2702,2026-06-12,2026-06-14,REF37419,REF37419,CHQ1357,CHQ1357,Fuzzy Matched
Professional Fees,Not Available,63640,0,2026-07-01,2026-07-01,REF19438,NA,CHQ7637,NA,Missing Entry
Office Rent,Office Rent,97626,97626,2026-06-13,2026-06-13,REF77127,REF77127,CHQ3098,CHQ3098,Matched
Salary Payment,Salary Payment,78567,78559,2026-06-18,2026-06-21,REF15218,REF15218,CHQ8206,CHQ8206,Fuzzy Matched
Software Subscription,Software Subscription,93612,93619,2026-06-10,2026-06-12,REF82509,REF82509,CHQ9911,CHQ9911,Fuzzy Matched
Vendor Payment,Vendor Payment,30425,30425,2026-06-17,2026-06-17,REF61515,REF61515,CHQ8940,CHQ8940,Matched
Bank Charges,Bank Charges,22945,-22945,2026-07-01,2026-07-01,REF51504,REF51504,CHQ8607,CHQ8607,Reversal Entry
Fuel Expense,Unknown Transaction,16639,83195,2026-06-05,2026-06-05,REF79393,REF79393,CHQ4213,CHQ4213,Suspicious
GST Payment,Not Available,65736,0,2026-06-14,2026-06-14,REF69061,NA,CHQ5384,NA,Missing Entry
Bank Charges,Bank Charges,63202,63202,2026-06-07,2026-06-07,REF38935,REF38935,CHQ8227,CHQ8227,Matched
Software Subscription,Unknown Transaction,48664,97328,2026-06-30,2026-06-30,REF77428,REF77428,CHQ3263,CHQ3263,Suspicious
Fuel Expense,Not Available,17750,0,2026-06-08,2026-06-08,REF18528,NA,CHQ5806,NA,Missing Entry
Customer Receipt,Customer Receipt,44427,-44427,2026-06-25,2026-06-25,REF33463,REF33463,CHQ8642,CHQ8642,Reversal Entry
Vendor Payment,Vendor Payment,31641,31641,2026-06-20,2026-06-20,REF51305,REF51305,CHQ4571,CHQ4571,Matched
Customer Receipt,Customer Receipt,32198,-32198,2026-06-23,2026-06-23,REF74335,REF74335,CHQ5711,CHQ5711,Reversal Entry
Vendor Payment,Vendor Payment,34877,34867,2026-06-14,2026-06-17,REF12012,REF12012,CHQ1040,CHQ1040,Fuzzy Matched
Fuel Expense,Fuel Expense,67598,-67598,2026-06-09,2026-06-09,REF77633,REF77633,CHQ8478,CHQ8478,Reversal Entry
Salary Payment,Salary Payment,64842,64842,2026-06-20,2026-06-20,REF84138,REF84138,CHQ5956,CHQ5956,Duplicate
Office Rent,Office Rent,84832,84838,2026-06-27,2026-06-28,REF54426,REF54426,CHQ1595,CHQ1595,Fuzzy Matched
Fuel Expense,Fuel Expense,33987,-33987,2026-06-17,2026-06-17,REF48269,REF48269,CHQ5288,CHQ5288,Reversal Entry
Vendor Payment,Vendor Payment,65704,65712,2026-07-01,2026-07-03,REF92025,REF92025,CHQ4175,CHQ4175,Fuzzy Matched
Customer Receipt,Customer Receipt,13023,13020,2026-06-03,2026-06-04,REF67746,REF67746,CHQ5900,CHQ5900,Fuzzy Matched
Salary Payment,Salary Payment,34885,34885,2026-06-07,2026-06-07,REF12849,REF12849,CHQ1393,CHQ1393,Matched
Software Subscription,Software Subscription,30617,30624,2026-06-11,2026-06-12,REF50968,REF50968,CHQ7108,CHQ7108,Fuzzy Matched
Professional Fees,Professional Fees,20391,20391,2026-06-07,2026-06-07,REF50294,REF50294,CHQ8095,CHQ8095,Duplicate
Software Subscription,Software Subscription,74518,74518,2026-06-20,2026-06-20,REF44706,REF44706,CHQ1930,CHQ1930,Matched
Customer Receipt,Customer Receipt,99261,99261,2026-07-01,2026-07-01,REF25220,REF25220,CHQ9194,CHQ9194,Duplicate
Vendor Payment,Vendor Payment,24534,-24534,2026-06-17,2026-06-17,REF97052,REF97052,CHQ6226,CHQ6226,Reversal Entry
Fuel Expense,Fuel Expense,21975,21975,2026-06-12,2026-06-12,REF21750,REF21750,CHQ3864,CHQ3864,Duplicate
Salary Payment,Salary Payment,21754,21754,2026-07-01,2026-07-01,REF33745,REF33745,CHQ4706,CHQ4706,Matched
Professional Fees,Professional Fees,75788,75788,2026-06-21,2026-06-21,REF33261,REF33261,CHQ7274,CHQ7274,Matched
Salary Payment,Unknown Transaction,85801,171602,2026-07-01,2026-07-01,REF88387,REF88387,CHQ4445,CHQ4445,Suspicious
Fuel Expense,Fuel Expense,86996,-86996,2026-06-05,2026-06-05,REF28704,REF28704,CHQ9970,CHQ9970,Reversal Entry
Electricity Bill,Not Available,54005,0,2026-06-23,2026-06-23,REF36644,NA,CHQ4153,NA,Missing Entry
Software Subscription,Software Subscription,5824,-5824,2026-06-30,2026-06-30,REF42918,REF42918,CHQ9659,CHQ9659,Reversal Entry
Electricity Bill,Electricity Bill,16492,16498,2026-06-01,2026-06-03,REF55571,REF55571,CHQ2318,CHQ2318,Fuzzy Matched
Bank Charges,Bank Charges,10960,10960,2026-06-02,2026-06-02,REF45520,REF45520,CHQ9748,CHQ9748,Matched
Fuel Expense,Fuel Expense,38504,-38504,2026-06-01,2026-06-01,REF42146,REF42146,CHQ4259,CHQ4259,Reversal Entry
Fuel Expense,Unknown Transaction,79657,238971,2026-06-01,2026-06-01,REF60596,REF60596,CHQ7270,CHQ7270,Suspicious
Vendor Payment,Vendor Payment,93207,93207,2026-06-13,2026-06-13,REF93610,REF93610,CHQ5630,CHQ5630,Matched
Professional Fees,Professional Fees,99394,99394,2026-06-22,2026-06-22,REF69909,REF69909,CHQ5761,CHQ5761,Matched
Fuel Expense,Fuel Expense,99612,99612,2026-06-07,2026-06-07,REF55108,REF55108,CHQ4473,CHQ4473,Matched
GST Payment,GST Payment,19578,19578,2026-06-22,2026-06-22,REF36002,REF36002,CHQ8435,CHQ8435,Duplicate
Customer Receipt,Customer Receipt,49075,-49075,2026-06-20,2026-06-20,REF67370,REF67370,CHQ5983,CHQ5983,Reversal Entry
Customer Receipt,Not Available,10565,0,2026-06-16,2026-06-16,REF70258,NA,CHQ9697,NA,Missing Entry
Office Rent,Office Rent,10344,10344,2026-06-27,2026-06-27,REF25128,REF25128,CHQ1847,CHQ1847,Matched
Vendor Payment,Vendor Payment,94069,94075,2026-06-09,2026-06-11,REF30805,REF30805,CHQ4770,CHQ4770,Fuzzy Matched
Office Rent,Office Rent,59003,58998,2026-06-11,2026-06-13,REF61178,REF61178,CHQ4329,CHQ4329,Fuzzy Matched
Customer Receipt,Customer Receipt,43739,43748,2026-06-02,2026-06-04,REF39646,REF39646,CHQ5876,CHQ5876,Fuzzy Matched
Bank Charges,Unknown Transaction,84997,254991,2026-06-01,2026-06-01,REF15791,REF15791,CHQ8226,CHQ8226,Suspicious
Office Rent,Office Rent,26581,26587,2026-06-13,2026-06-14,REF24470,REF24470,CHQ2371,CHQ2371,Fuzzy Matched
Bank Charges,Bank Charges,69439,69439,2026-06-01,2026-06-01,REF14933,REF14933,CHQ6160,CHQ6160,Duplicate
Fuel Expense,Fuel Expense,87368,87361,2026-06-16,2026-06-19,REF14634,REF14634,CHQ2033,CHQ2033,Fuzzy Matched
Professional Fees,Not Available,6096,0,2026-06-18,2026-06-18,REF32478,NA,CHQ3726,NA,Missing Entry
Salary Payment,Salary Payment,79434,-79434,2026-06-26,2026-06-26,REF83232,REF83232,CHQ9263,CHQ9263,Reversal Entry
Software Subscription,Software Subscription,88825,88828,2026-06-24,2026-06-27,REF29520,REF29520,CHQ5733,CHQ5733,Fuzzy Matched
Fuel Expense,Fuel Expense,13165,13165,2026-06-29,2026-06-29,REF53113,REF53113,CHQ7324,CHQ7324,Matched
Software Subscription,Software Subscription,85211,85212,2026-06-26,2026-06-27,REF11651,REF11651,CHQ6525,CHQ6525,Fuzzy Matched
Salary Payment,Salary Payment,84082,84082,2026-06-22,2026-06-22,REF10211,REF10211,CHQ2811,CHQ2811,Duplicate
GST Payment,GST Payment,71417,71417,2026-06-05,2026-06-05,REF22672,REF22672,CHQ9737,CHQ9737,Matched
Bank Charges,Not Available,35855,0,2026-06-22,2026-06-22,REF79256,NA,CHQ5330,NA,Missing Entry
Office Rent,Office Rent,85734,85734,2026-06-26,2026-06-26,REF34455,REF34455,CHQ7783,CHQ7783,Matched
GST Payment,GST Payment,35664,35664,2026-07-01,2026-07-01,REF21848,REF21848,CHQ4858,CHQ4858,Matched
Bank Charges,Not Available,90342,0,2026-07-01,2026-07-01,REF96244,NA,CHQ3385,NA,Missing Entry
Software Subscription,Not Available,13810,0,2026-06-29,2026-06-29,REF61996,NA,CHQ9063,NA,Missing Entry
Customer Receipt,Customer Receipt,13713,13713,2026-06-20,2026-06-20,REF52562,REF52562,CHQ6191,CHQ6191,Duplicate
Vendor Payment,Vendor Payment,91925,91925,2026-06-01,2026-06-01,REF47378,REF47378,CHQ5157,CHQ5157,Duplicate
Customer Receipt,Customer Receipt,98839,98847,2026-06-11,2026-06-12,REF12931,REF12931,CHQ2644,CHQ2644,Fuzzy Matched
Vendor Payment,Vendor Payment,19490,19490,2026-06-07,2026-06-07,REF78800,REF78800,CHQ3529,CHQ3529,Duplicate
GST Payment,Not Available,33362,0,2026-06-29,2026-06-29,REF15704,NA,CHQ4389,NA,Missing Entry
Bank Charges,Not Available,30084,0,2026-07-01,2026-07-01,REF66358,NA,CHQ8541,NA,Missing Entry
Electricity Bill,Not Available,68676,0,2026-06-14,2026-06-14,REF38579,NA,CHQ1870,NA,Missing Entry
