Book_Description,Bank_Description,Book_Amount,Bank_Amount,Book_Date,Bank_Date,Book_Reference,Bank_Reference,Book_Cheque,Bank_Cheque,Status
Travel Expense,Travel Reimbursement,296973,296973,2026-03-28,2026-03-28,REF191153,REF191153,CHQ4568,CHQ4568,Matched
Advertising Expense,Marketing Expense,311064,311064,2026-01-24,2026-01-24,REF596972,REF596972,CHQ4027,CHQ4027,Matched
Internet Expense,Internet Payment,336257,336257,2026-02-06,2026-02-06,REF485299,REF485299,NA,NA,Matched
Software Subscription,Software Auto Debit,22129,22129,2026-04-23,2026-04-23,REF312648,REF312648,CHQ2301,CHQ2301,Matched
Professional Fees,Consultancy Payment,494598,494598,2026-03-15,2026-03-15,REF542352,REF542352,NA,NA,Matched
Insurance Premium,Insurance Debit,18527,18527,2026-05-25,2026-05-25,REF627168,REF627168,NA,NA,Matched
Office Rent,Rent Transfer,156655,156655,2026-04-02,2026-04-02,REF697137,REF697137,NA,NA,Matched
Professional Fees,Consultancy Payment,496134,496134,2026-04-20,2026-04-20,REF882934,REF882934,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,422139,422139,2026-01-30,2026-01-30,REF814639,REF814639,NA,NA,Probable Match
GST Payment,GST Challan,219475,219475,2026-05-04,2026-05-04,REF284768,REF284768,NA,NA,Unmatched
Advertising Expense,Marketing Expense,228120,228120,2026-02-19,2026-02-19,REF174704,REF174704,NA,NA,Matched
Advertising Expense,Marketing Expense,179146,179146,2026-05-22,2026-05-22,REF269203,REF269203,CHQ8702,CHQ8702,Matched
GST Payment,GST Challan,125139,125139,2026-02-27,2026-02-27,REF299663,REF299663,NA,CHQ8554,Cheque Mismatch
Loan EMI,EMI Debit,443262,443262,2026-02-28,2026-02-28,REF825728,REF825728,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,109422,109422,2026-02-16,2026-02-16,REF561740,REF561740,CHQ3546,CHQ3546,Matched
Bank Charges,Bank Service Charge,283298,283298,2026-03-21,2026-03-21,REF899990,REF899990,NA,NA,Matched
Electricity Bill,Electricity Payment,307550,307550,2026-05-14,2026-05-14,REF265824,REF265824,NA,NA,Matched
Office Rent,Rent Transfer,97949,97949,2026-02-18,2026-02-18,REF130770,REF130770,CHQ8014,CHQ8014,Matched
Fuel Expense,Fuel Card Payment,476521,476521,2026-04-24,2026-04-24,REF885092,REF885092,CHQ1424,CHQ1424,Matched
GST Payment,GST Challan,127488,127488,2026-05-20,2026-05-20,REF887731,REF457687,CHQ5587,CHQ5587,Reference Mismatch
Advertising Expense,Marketing Expense,21425,21425,2026-06-10,2026-06-10,REF603317,REF603317,CHQ5220,CHQ5220,Matched
Vendor Payment,Vendor Transfer,466046,466046,2026-04-26,2026-04-26,REF148853,REF148853,CHQ4854,CHQ4854,Matched
Bank Charges,Bank Service Charge,422924,422924,2026-04-24,2026-04-24,REF215049,REF215049,CHQ7076,CHQ7076,Matched
Advertising Expense,Marketing Expense,262291,266753,2026-03-28,2026-03-28,REF113875,REF113875,NA,NA,Amount Mismatch
Fuel Expense,Fuel Card Payment,29760,29760,2026-02-11,2026-02-21,REF541547,REF541547,CHQ9682,CHQ9682,Date Difference
Bank Charges,Bank Service Charge,264394,264394,2026-01-21,2026-01-21,REF737623,REF737623,NA,NA,Probable Match
GST Payment,GST Challan,475682,475682,2026-01-29,2026-01-29,REF722278,REF722278,CHQ9783,CHQ9783,Matched
GST Payment,GST Challan,375242,375242,2026-05-16,2026-05-16,REF850860,REF850860,CHQ3725,CHQ3725,Matched
Salary Payment,NEFT Salary Transfer,38174,38174,2026-04-08,2026-04-08,REF187977,REF187977,NA,NA,Matched
GST Payment,GST Challan,322740,322740,2026-02-02,2026-02-02,REF509735,REF509735,NA,NA,Matched
Insurance Premium,Insurance Debit,17599,17599,2026-01-18,2026-01-18,REF238534,REF238534,NA,NA,Probable Match
Travel Expense,Travel Reimbursement,365057,365057,2026-03-08,2026-03-08,REF725591,REF725591,NA,NA,Matched
Fuel Expense,Fuel Card Payment,241025,241025,2026-04-15,2026-04-15,REF419166,REF419166,CHQ5255,CHQ5255,Matched
Internet Expense,Internet Payment,356354,356354,2026-02-09,2026-02-09,REF849260,REF849260,CHQ9458,CHQ9458,Matched
Travel Expense,Travel Reimbursement,157078,157078,2026-02-07,2026-02-07,REF288523,REF288523,NA,NA,Unmatched
Vendor Payment,Vendor Transfer,90586,90586,2026-05-14,2026-05-14,REF477804,REF477804,NA,NA,Matched
Software Subscription,Software Auto Debit,127913,127913,2026-06-29,2026-06-29,REF281104,REF281104,CHQ9488,CHQ9488,Matched
Professional Fees,Consultancy Payment,361492,361492,2026-04-05,2026-04-05,REF795287,REF795287,NA,NA,Matched
Fuel Expense,Fuel Card Payment,12094,12094,2026-04-10,2026-04-10,REF631019,REF631019,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,204822,204822,2026-01-08,2026-01-08,REF884572,REF884572,CHQ5913,CHQ5913,Matched
Bank Charges,Bank Service Charge,462820,462820,2026-04-03,2026-04-03,REF582236,REF581736,NA,NA,Reference Mismatch
Software Subscription,Software Auto Debit,493769,493769,2026-05-19,2026-05-19,REF603481,REF603481,CHQ5850,CHQ5850,Matched
Bank Charges,Bank Service Charge,185125,185125,2026-04-01,2026-04-01,REF448893,REF448893,NA,NA,Probable Match
Insurance Premium,Insurance Debit,43952,43952,2026-02-02,2026-02-02,REF623154,REF623154,CHQ3887,CHQ3887,Matched
Customer Receipt,Customer Credit,199941,199941,2026-03-31,2026-03-31,REF161184,REF161184,CHQ1390,CHQ1390,Matched
Fuel Expense,Fuel Card Payment,115481,115481,2026-05-29,2026-05-29,REF256025,REF256025,CHQ6984,CHQ6984,Matched
Customer Receipt,Customer Credit,224155,224155,2026-04-01,2026-04-01,REF912298,REF912298,CHQ9006,CHQ9006,Matched
Advertising Expense,Marketing Expense,93412,93412,2026-01-18,2026-01-18,REF136373,REF136373,NA,CHQ3170,Cheque Mismatch
Advertising Expense,Marketing Expense,414937,414937,2026-01-24,2026-01-24,REF383526,REF383526,NA,NA,Matched
Professional Fees,Consultancy Payment,299650,299650,2026-06-18,2026-06-18,REF179741,REF179741,CHQ2731,CHQ2731,Probable Match
Advertising Expense,Marketing Expense,1416,3852,2026-01-30,2026-01-30,REF418024,REF418024,CHQ6318,CHQ6318,Amount Mismatch
Advertising Expense,Marketing Expense,184133,184133,2026-03-30,2026-03-30,REF620189,REF620189,NA,NA,Matched
Internet Expense,Internet Payment,213816,213816,2026-02-17,2026-02-17,REF606668,REF606668,NA,NA,Matched
Travel Expense,Travel Reimbursement,159647,159647,2026-01-03,2026-01-03,REF638465,REF638465,CHQ1239,CHQ1239,Matched
Electricity Bill,Electricity Payment,437408,437408,2026-03-01,2026-03-09,REF880284,REF880284,CHQ2407,CHQ2407,Date Difference
Internet Expense,Internet Payment,75705,75705,2026-01-04,2026-01-04,REF988301,REF988301,NA,NA,Matched
Customer Receipt,Customer Credit,38128,38128,2026-04-24,2026-04-24,REF107234,REF107234,CHQ8184,CHQ8184,Matched
Office Rent,Rent Transfer,465463,465463,2026-05-07,2026-05-07,REF550586,REF550586,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,182913,182913,2026-03-02,2026-03-02,REF747667,REF747667,CHQ7827,CHQ7827,Matched
Office Rent,Rent Transfer,129004,129004,2026-06-05,2026-06-05,REF987399,REF987399,CHQ6812,CHQ6812,Matched
Electricity Bill,Electricity Payment,69449,69449,2026-04-21,2026-04-21,REF652218,REF652218,NA,NA,Matched
GST Payment,GST Challan,291809,291809,2026-04-10,2026-04-10,REF469723,REF469723,CHQ4401,CHQ4401,Matched
Insurance Premium,Insurance Debit,340040,341177,2026-03-14,2026-03-14,REF248267,REF248267,NA,NA,Amount Mismatch
Software Subscription,Software Auto Debit,304068,304068,2026-06-19,2026-06-19,REF515806,REF515806,NA,NA,Matched
Customer Receipt,Customer Credit,342538,342538,2026-06-03,2026-06-03,REF737326,REF737326,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,278015,278015,2026-02-15,2026-02-15,REF161302,REF161302,CHQ5368,CHQ5368,Matched
GST Payment,GST Challan,301064,301064,2026-02-04,2026-02-04,REF466431,REF466431,NA,NA,Matched
Electricity Bill,Electricity Payment,419056,419056,2026-02-12,2026-02-12,REF624397,REF624397,CHQ9810,CHQ9810,Matched
Office Rent,Rent Transfer,194593,197272,2026-03-15,2026-03-15,REF327005,REF327005,CHQ1752,CHQ1752,Amount Mismatch
Bank Charges,Bank Service Charge,46701,46701,2026-04-26,2026-04-26,REF154637,REF154637,NA,NA,Probable Match
Travel Expense,Travel Reimbursement,421347,421347,2026-03-21,2026-03-21,REF217911,REF217911,NA,NA,Matched
Bank Charges,Bank Service Charge,29427,29427,2026-01-12,2026-01-12,REF994314,REF994314,NA,NA,Matched
Software Subscription,Software Auto Debit,361779,361779,2026-05-25,2026-05-25,REF276715,REF276715,NA,NA,Matched
Customer Receipt,Customer Credit,434438,434438,2026-01-07,2026-01-07,REF132984,REF132984,NA,NA,Matched
Advertising Expense,Marketing Expense,296842,296842,2026-02-12,2026-02-12,REF784283,REF784283,CHQ4218,CHQ4218,Matched
Salary Payment,NEFT Salary Transfer,37670,37670,2026-01-08,2026-01-08,REF684383,REF684383,NA,NA,Matched
Loan EMI,EMI Debit,136026,136026,2026-01-01,2026-01-01,REF520435,REF520435,CHQ6076,CHQ6076,Matched
Salary Payment,NEFT Salary Transfer,448805,448805,2026-05-22,2026-05-22,REF435221,REF435221,CHQ6743,CHQ6743,Matched
Bank Charges,Bank Service Charge,175662,175662,2026-03-10,2026-03-10,REF242439,REF242439,NA,NA,Matched
Software Subscription,Software Auto Debit,115865,115865,2026-04-01,2026-04-01,REF915244,REF915244,NA,NA,Matched
Fuel Expense,Fuel Card Payment,277749,277749,2026-03-15,2026-03-15,REF756503,REF756503,CHQ3893,CHQ3893,Matched
Customer Receipt,Customer Credit,407358,407358,2026-04-15,2026-04-15,REF466288,REF466288,CHQ5848,CHQ5848,Matched
Vendor Payment,Vendor Transfer,78592,78592,2026-04-23,2026-04-23,REF866378,REF866378,NA,NA,Probable Match
Fuel Expense,Fuel Card Payment,207183,207183,2026-03-28,2026-03-28,REF328686,REF328686,NA,NA,Matched
Electricity Bill,Electricity Payment,329794,329794,2026-04-15,2026-04-15,REF774980,REF774980,NA,NA,Probable Match
Internet Expense,Internet Payment,55444,55444,2026-03-17,2026-03-17,REF781391,REF781391,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,343269,343269,2026-03-14,2026-03-14,REF169175,REF169175,NA,NA,Matched
GST Payment,GST Challan,431999,431999,2026-03-12,2026-03-12,REF510842,REF510842,CHQ4805,CHQ4805,Matched
Loan EMI,EMI Debit,211258,211258,2026-05-11,2026-05-11,REF509651,REF509651,NA,NA,Matched
Travel Expense,Travel Reimbursement,275291,275291,2026-03-01,2026-03-01,REF787908,REF787908,CHQ3729,CHQ3729,Matched
Office Rent,Rent Transfer,262714,262714,2026-04-11,2026-04-11,REF454461,REF454461,CHQ6928,CHQ6928,Matched
Vendor Payment,Vendor Transfer,294169,294169,2026-03-13,2026-03-13,REF115609,REF115609,CHQ9783,CHQ9783,Matched
Loan EMI,EMI Debit,294508,294508,2026-05-04,2026-05-15,REF181039,REF181039,CHQ9156,CHQ9156,Date Difference
Office Rent,Rent Transfer,439022,439022,2026-02-19,2026-02-19,REF197328,REF197328,CHQ4803,CHQ4803,Matched
Salary Payment,NEFT Salary Transfer,65650,65650,2026-04-19,2026-04-19,REF554079,REF554079,CHQ4362,CHQ4362,Matched
Bank Charges,Bank Service Charge,482240,482240,2026-03-17,2026-03-17,REF134667,REF134667,NA,NA,Probable Match
Electricity Bill,Electricity Payment,365167,365167,2026-03-20,2026-03-20,REF691983,REF691983,NA,NA,Matched
Customer Receipt,Customer Credit,263874,263874,2026-04-19,2026-04-19,REF605108,REF605108,NA,NA,Matched
Customer Receipt,Customer Credit,442348,442348,2026-03-02,2026-03-02,REF166724,REF166724,CHQ3171,CHQ3171,Matched
GST Payment,GST Challan,252712,252712,2026-01-05,2026-01-05,REF616331,REF616331,NA,NA,Matched
Insurance Premium,Insurance Debit,456520,456520,2026-02-27,2026-02-27,REF811489,REF811489,CHQ4583,CHQ4583,Probable Match
Insurance Premium,Insurance Debit,164075,164075,2026-05-28,2026-05-28,REF811662,REF811662,NA,NA,Matched
Fuel Expense,Fuel Card Payment,224999,224999,2026-04-19,2026-04-19,REF151448,REF151448,CHQ3149,CHQ3149,Matched
Advertising Expense,Marketing Expense,473725,473725,2026-02-15,2026-02-15,REF750050,REF750050,NA,NA,Matched
GST Payment,GST Challan,5394,5394,2026-06-14,2026-06-14,REF848259,REF848259,CHQ9335,CHQ9335,Matched
Internet Expense,Internet Payment,44521,44521,2026-05-17,2026-05-17,REF823922,REF823922,CHQ7735,CHQ7735,Matched
Office Rent,Rent Transfer,349176,349176,2026-03-09,2026-03-09,REF270300,REF270300,CHQ4702,CHQ4702,Matched
Customer Receipt,Customer Credit,153732,154662,2026-03-25,2026-03-25,REF330163,REF330163,CHQ1558,CHQ1558,Amount Mismatch
Fuel Expense,Fuel Card Payment,134644,134644,2026-02-14,2026-02-14,REF239041,REF239041,CHQ7522,CHQ7522,Matched
Software Subscription,Software Auto Debit,383129,383129,2026-03-12,2026-03-12,REF565613,REF565613,CHQ6970,CHQ6970,Matched
Office Rent,Rent Transfer,470575,470575,2026-01-23,2026-01-23,REF561561,REF561561,NA,NA,Matched
Internet Expense,Internet Payment,64404,64404,2026-06-21,2026-06-21,REF393993,REF393993,CHQ1279,CHQ1279,Matched
Advertising Expense,Marketing Expense,38085,38085,2026-03-05,2026-03-05,REF267997,REF267997,NA,NA,Matched
Fuel Expense,Fuel Card Payment,37717,37717,2026-05-11,2026-05-11,REF976310,REF976310,NA,NA,Matched
Insurance Premium,Insurance Debit,101130,101248,2026-02-23,2026-02-23,REF863963,REF863963,NA,NA,Amount Mismatch
Travel Expense,Travel Reimbursement,328933,328933,2026-05-02,2026-05-02,REF894235,REF894235,CHQ7819,CHQ7819,Matched
Insurance Premium,Insurance Debit,379259,379259,2026-06-19,2026-06-19,REF566259,REF566259,CHQ5246,CHQ5246,Matched
Electricity Bill,Electricity Payment,248723,248723,2026-01-07,2026-01-07,REF143280,REF143280,NA,NA,Matched
Customer Receipt,Customer Credit,462427,462427,2026-01-29,2026-01-29,REF788662,REF788662,NA,NA,Matched
Electricity Bill,Electricity Payment,4985,4985,2026-02-18,2026-02-18,REF518281,REF518281,CHQ5158,CHQ5158,Matched
GST Payment,GST Challan,260600,260600,2026-01-08,2026-01-08,REF537161,REF537161,CHQ8131,CHQ8131,Probable Match
Insurance Premium,Insurance Debit,491946,494080,2026-02-18,2026-02-18,REF325871,REF325871,CHQ7916,CHQ7916,Amount Mismatch
Internet Expense,Internet Payment,213280,213280,2026-04-04,2026-04-04,REF653582,REF653582,NA,NA,Matched
Fuel Expense,Fuel Card Payment,6179,6179,2026-03-05,2026-03-05,REF199634,REF582349,CHQ4237,CHQ4237,Reference Mismatch
Bank Charges,Bank Service Charge,361347,361347,2026-01-12,2026-01-12,REF193407,REF193407,CHQ4986,CHQ4986,Matched
Travel Expense,Travel Reimbursement,238180,238180,2026-04-25,2026-04-25,REF781292,REF781292,NA,NA,Matched
Customer Receipt,Customer Credit,429167,429167,2026-06-08,2026-06-08,REF116995,REF116995,CHQ4968,CHQ4968,Matched
Customer Receipt,Customer Credit,368958,368958,2026-01-12,2026-01-12,REF913443,REF913443,CHQ7694,CHQ7694,Unmatched
Professional Fees,Consultancy Payment,41219,41219,2026-03-08,2026-03-08,REF387954,REF387954,NA,NA,Matched
Insurance Premium,Insurance Debit,164299,164299,2026-01-26,2026-01-26,REF628654,REF628654,CHQ3798,CHQ3798,Matched
GST Payment,GST Challan,331108,331108,2026-03-11,2026-03-11,REF850035,REF850035,NA,NA,Matched
Loan EMI,EMI Debit,472319,472319,2026-05-15,2026-05-15,REF527060,REF527060,CHQ9221,CHQ9221,Unmatched
Software Subscription,Software Auto Debit,199583,199583,2026-06-08,2026-06-08,REF388452,REF388452,CHQ2681,CHQ2681,Matched
Salary Payment,NEFT Salary Transfer,401731,401731,2026-01-16,2026-01-16,REF832430,REF832430,CHQ8614,CHQ8614,Matched
Electricity Bill,Electricity Payment,177665,177665,2026-03-10,2026-03-10,REF826095,REF826095,NA,NA,Unmatched
Customer Receipt,Customer Credit,262343,262343,2026-02-06,2026-02-06,REF364515,REF364515,CHQ8766,CHQ8766,Matched
Office Rent,Rent Transfer,240894,240894,2026-05-11,2026-05-11,REF302695,REF302695,CHQ2019,CHQ2019,Matched
Loan EMI,EMI Debit,471386,471386,2026-03-15,2026-03-15,REF940101,REF940101,CHQ9767,CHQ9767,Matched
Bank Charges,Bank Service Charge,278165,278165,2026-03-30,2026-03-30,REF877041,REF877041,NA,NA,Matched
Advertising Expense,Marketing Expense,343517,343517,2026-04-15,2026-04-15,REF838051,REF838051,NA,NA,Unmatched
Advertising Expense,Marketing Expense,20033,20033,2026-06-14,2026-06-14,REF306344,REF306344,CHQ9700,CHQ9700,Matched
Electricity Bill,Electricity Payment,145319,145319,2026-04-26,2026-04-26,REF579497,REF579497,CHQ9722,CHQ9722,Probable Match
GST Payment,GST Challan,176042,176042,2026-03-26,2026-03-26,REF878219,REF878219,NA,NA,Matched
Professional Fees,Consultancy Payment,189932,189932,2026-02-21,2026-02-21,REF918022,REF918022,CHQ9838,CHQ9838,Matched
Advertising Expense,Marketing Expense,495317,495317,2026-03-19,2026-03-19,REF138802,REF138802,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,154251,154251,2026-02-03,2026-02-03,REF419743,REF419743,CHQ3778,CHQ3778,Matched
Professional Fees,Consultancy Payment,399576,399576,2026-02-04,2026-02-04,REF586301,REF586301,CHQ3446,CHQ3446,Matched
Professional Fees,Consultancy Payment,59211,59211,2026-03-11,2026-03-11,REF294364,REF294364,CHQ9626,CHQ9626,Probable Match
Office Rent,Rent Transfer,415951,415951,2026-02-01,2026-02-01,REF584917,REF584917,CHQ3586,CHQ3586,Matched
Customer Receipt,Customer Credit,66246,66246,2026-02-04,2026-02-04,REF189085,REF189085,CHQ1628,CHQ4172,Cheque Mismatch
Fuel Expense,Fuel Card Payment,262069,262069,2026-06-14,2026-06-14,REF346566,REF346566,NA,NA,Probable Match
Office Rent,Rent Transfer,79646,82753,2026-05-02,2026-05-02,REF756613,REF756613,CHQ4984,CHQ4984,Amount Mismatch
Software Subscription,Software Auto Debit,445412,445412,2026-01-06,2026-01-06,REF743399,REF743399,NA,NA,Matched
Office Rent,Rent Transfer,371401,371401,2026-03-26,2026-03-26,REF541106,REF541106,CHQ3819,CHQ3819,Matched
Advertising Expense,Marketing Expense,398447,398447,2026-06-23,2026-06-23,REF477545,REF477545,NA,NA,Probable Match
Insurance Premium,Insurance Debit,489942,489942,2026-02-05,2026-02-05,REF931178,REF931178,NA,NA,Probable Match
GST Payment,GST Challan,10053,10053,2026-04-16,2026-04-16,REF501855,REF572672,CHQ1109,CHQ1109,Reference Mismatch
GST Payment,GST Challan,423906,423906,2026-04-04,2026-04-04,REF401664,REF401664,CHQ5205,CHQ5205,Unmatched
Office Rent,Rent Transfer,237528,240650,2026-01-09,2026-01-09,REF903354,REF903354,CHQ8156,CHQ8156,Amount Mismatch
Salary Payment,NEFT Salary Transfer,348853,348853,2026-03-12,2026-03-12,REF424683,REF424683,NA,NA,Matched
Professional Fees,Consultancy Payment,255715,255715,2026-03-26,2026-03-26,REF386669,REF386669,CHQ9784,CHQ9784,Probable Match
Customer Receipt,Customer Credit,59191,59191,2026-05-31,2026-05-31,REF657796,REF657796,CHQ1883,CHQ1883,Unmatched
GST Payment,GST Challan,204671,204671,2026-05-07,2026-05-07,REF869428,REF869428,CHQ1512,CHQ1512,Matched
Software Subscription,Software Auto Debit,164389,164389,2026-05-06,2026-05-06,REF302251,REF302251,NA,NA,Matched
Internet Expense,Internet Payment,265852,265852,2026-03-04,2026-03-04,REF216682,REF216682,CHQ7706,CHQ7706,Matched
Electricity Bill,Electricity Payment,49884,49884,2026-02-14,2026-02-14,REF897361,REF897361,CHQ3502,CHQ3502,Matched
Salary Payment,NEFT Salary Transfer,364858,364858,2026-01-06,2026-01-21,REF950725,REF950725,CHQ3759,CHQ3759,Date Difference
Salary Payment,NEFT Salary Transfer,71100,71100,2026-05-19,2026-05-19,REF800330,REF800330,CHQ4336,CHQ4336,Matched
Insurance Premium,Insurance Debit,424053,424053,2026-03-03,2026-03-03,REF843275,REF843275,CHQ1290,CHQ1290,Matched
Office Rent,Rent Transfer,180401,180401,2026-03-01,2026-03-01,REF436484,REF436484,NA,NA,Matched
Loan EMI,EMI Debit,181258,181258,2026-03-18,2026-03-18,REF971557,REF971557,NA,NA,Matched
Customer Receipt,Customer Credit,351517,351517,2026-05-24,2026-05-24,REF842878,REF842878,NA,CHQ3357,Cheque Mismatch
Vendor Payment,Vendor Transfer,284160,284160,2026-03-29,2026-03-29,REF533836,REF533836,NA,NA,Matched
Travel Expense,Travel Reimbursement,415982,415982,2026-03-06,2026-03-06,REF133123,REF133123,NA,NA,Matched
Salary Payment,NEFT Salary Transfer,461585,461585,2026-03-13,2026-03-13,REF224724,REF224724,NA,NA,Matched
Internet Expense,Internet Payment,81427,81427,2026-02-25,2026-03-12,REF630777,REF630777,CHQ8599,CHQ8599,Date Difference
Electricity Bill,Electricity Payment,319397,319397,2026-01-27,2026-01-27,REF520674,REF520674,CHQ2946,CHQ2946,Matched
Internet Expense,Internet Payment,457502,457502,2026-06-22,2026-06-22,REF212719,REF212719,NA,NA,Matched
Travel Expense,Travel Reimbursement,88346,88346,2026-01-03,2026-01-03,REF563091,REF563091,CHQ7397,CHQ7397,Matched
Professional Fees,Consultancy Payment,472672,472672,2026-04-23,2026-04-23,REF992995,REF992995,CHQ3862,CHQ3862,Matched
Bank Charges,Bank Service Charge,448717,449260,2026-01-02,2026-01-02,REF876376,REF876376,CHQ5185,CHQ5185,Amount Mismatch
Travel Expense,Travel Reimbursement,326840,326840,2026-05-25,2026-05-25,REF131129,REF131129,CHQ6239,CHQ6239,Matched
Electricity Bill,Electricity Payment,421324,421324,2026-06-07,2026-06-07,REF152678,REF477378,NA,NA,Reference Mismatch
Fuel Expense,Fuel Card Payment,224721,224721,2026-04-19,2026-04-19,REF909328,REF909328,CHQ8516,CHQ8516,Matched
GST Payment,GST Challan,372641,372641,2026-01-26,2026-01-26,REF944076,REF944076,CHQ8724,CHQ8724,Probable Match
Professional Fees,Consultancy Payment,41501,41501,2026-06-03,2026-06-03,REF570082,REF570082,NA,NA,Matched
Professional Fees,Consultancy Payment,471569,473796,2026-05-28,2026-05-28,REF753374,REF753374,NA,NA,Amount Mismatch
Fuel Expense,Fuel Card Payment,156080,156080,2026-04-18,2026-04-18,REF839048,REF839048,CHQ3136,CHQ3136,Matched
Vendor Payment,Vendor Transfer,335035,335035,2026-01-04,2026-01-04,REF897309,REF897309,NA,NA,Matched
Customer Receipt,Customer Credit,467469,467469,2026-03-01,2026-03-01,REF398698,REF398698,NA,NA,Probable Match
Electricity Bill,Electricity Payment,228434,228434,2026-03-03,2026-03-03,REF994737,REF994737,CHQ4048,CHQ4048,Probable Match
Electricity Bill,Electricity Payment,1581,1581,2026-03-05,2026-03-05,REF386829,REF386829,NA,NA,Matched
Electricity Bill,Electricity Payment,227703,227703,2026-01-11,2026-01-11,REF682772,REF682772,NA,NA,Matched
Electricity Bill,Electricity Payment,212077,212077,2026-03-13,2026-03-13,REF719171,REF719171,NA,NA,Matched
Vendor Payment,Vendor Transfer,244544,244544,2026-06-01,2026-06-01,REF125508,REF125508,CHQ9838,CHQ9838,Matched
Fuel Expense,Fuel Card Payment,196049,196049,2026-04-11,2026-04-11,REF681365,REF681365,CHQ1371,CHQ1371,Matched
Fuel Expense,Fuel Card Payment,457241,457241,2026-01-17,2026-01-17,REF576465,REF576465,NA,NA,Probable Match
Advertising Expense,Marketing Expense,301333,301333,2026-06-04,2026-06-04,REF336840,REF336840,NA,NA,Matched
Fuel Expense,Fuel Card Payment,23854,23854,2026-01-07,2026-01-07,REF488490,REF488490,CHQ4457,CHQ4457,Matched
Insurance Premium,Insurance Debit,381059,381059,2026-03-28,2026-03-28,REF946022,REF946022,NA,NA,Matched
Office Rent,Rent Transfer,5237,5237,2026-05-18,2026-05-18,REF554571,REF554571,CHQ2039,CHQ2039,Matched
Fuel Expense,Fuel Card Payment,474593,474593,2026-02-22,2026-02-22,REF399481,REF399481,NA,NA,Matched
Internet Expense,Internet Payment,442828,442828,2026-05-08,2026-05-08,REF378996,REF378996,NA,NA,Probable Match
Insurance Premium,Insurance Debit,230409,230409,2026-02-12,2026-02-19,REF611889,REF611889,CHQ4728,CHQ4728,Date Difference
Bank Charges,Bank Service Charge,479118,479118,2026-03-11,2026-03-11,REF647332,REF647332,NA,NA,Matched
Internet Expense,Internet Payment,77746,77746,2026-01-05,2026-01-05,REF854757,REF854757,NA,NA,Matched
Advertising Expense,Marketing Expense,494550,494550,2026-02-14,2026-02-14,REF421842,REF421842,NA,CHQ2213,Cheque Mismatch
Fuel Expense,Fuel Card Payment,368213,368213,2026-04-27,2026-04-27,REF499011,REF499011,CHQ6133,CHQ6133,Matched
Salary Payment,NEFT Salary Transfer,95934,95934,2026-04-16,2026-04-16,REF895935,REF895935,CHQ8493,CHQ8493,Matched
Bank Charges,Bank Service Charge,333754,333754,2026-04-29,2026-04-29,REF353940,REF353940,CHQ7603,CHQ3734,Cheque Mismatch
Professional Fees,Consultancy Payment,387343,387343,2026-04-24,2026-04-24,REF544296,REF544296,CHQ4793,CHQ4793,Matched
Professional Fees,Consultancy Payment,477902,477902,2026-01-06,2026-01-06,REF506909,REF120580,NA,NA,Reference Mismatch
Loan EMI,EMI Debit,366082,366082,2026-03-23,2026-03-23,REF180522,REF180522,CHQ4563,CHQ4563,Matched
Electricity Bill,Electricity Payment,232681,232681,2026-06-12,2026-06-12,REF126547,REF126547,NA,NA,Matched
Bank Charges,Bank Service Charge,406317,406317,2026-05-16,2026-05-16,REF479493,REF479493,CHQ2513,CHQ2513,Matched
Loan EMI,EMI Debit,470714,470714,2026-05-29,2026-05-29,REF963904,REF963904,CHQ6649,CHQ6649,Matched
Advertising Expense,Marketing Expense,182402,182402,2026-03-31,2026-03-31,REF775786,REF775786,NA,NA,Matched
Customer Receipt,Customer Credit,138465,138465,2026-06-24,2026-06-24,REF691968,REF758255,NA,NA,Reference Mismatch
GST Payment,GST Challan,412089,412089,2026-04-20,2026-04-20,REF391893,REF391893,NA,NA,Probable Match
GST Payment,GST Challan,230882,230882,2026-06-20,2026-06-20,REF868786,REF868786,CHQ7176,CHQ7176,Matched
Vendor Payment,Vendor Transfer,280812,280812,2026-01-02,2026-01-02,REF367086,REF367086,NA,NA,Matched
Office Rent,Rent Transfer,118050,118050,2026-06-26,2026-06-26,REF124217,REF124217,CHQ2822,CHQ2822,Matched
Fuel Expense,Fuel Card Payment,216909,216909,2026-05-12,2026-05-25,REF158881,REF158881,CHQ5431,CHQ5431,Date Difference
Office Rent,Rent Transfer,230145,230145,2026-03-05,2026-03-05,REF631399,REF631399,CHQ9552,CHQ9552,Matched
Electricity Bill,Electricity Payment,278408,278408,2026-05-03,2026-05-03,REF388738,REF388738,NA,NA,Matched
GST Payment,GST Challan,357462,357462,2026-03-26,2026-04-13,REF586176,REF586176,NA,NA,Date Difference
GST Payment,GST Challan,180384,180384,2026-05-13,2026-05-13,REF903157,REF903157,CHQ2504,CHQ2504,Matched
Salary Payment,NEFT Salary Transfer,241438,241438,2026-02-12,2026-02-12,REF322869,REF322869,CHQ3578,CHQ3578,Matched
