Agency_ID,Guard_ID,State,Document_Name,Document_Status,Training_Completed,Police_Verified,Medical_Fit,Expiry_Days_Left,Risk_Level
AGENCY_3630,GUARD_89127,Uttar Pradesh,Employment Contract,Expired,Yes,Yes,No,259,High Risk
AGENCY_8649,GUARD_75633,Haryana,Bank Passbook,Submitted,No,No,No,120,High Risk
AGENCY_9035,GUARD_61273,Uttar Pradesh,Police Verification,Expired,Yes,No,No,20,High Risk
AGENCY_7824,GUARD_96312,Uttar Pradesh,Affidavit,Missing,No,Yes,No,68,High Risk
AGENCY_9218,GUARD_49593,Delhi,PAN Card,Submitted,Yes,Yes,No,320,Low Risk
AGENCY_6257,GUARD_67104,Punjab,PAN Card,Expired,No,No,No,275,High Risk
AGENCY_7656,GUARD_53787,Delhi,Shop Act License,Missing,Yes,No,No,196,High Risk
AGENCY_5365,GUARD_53560,Uttar Pradesh,Affidavit,Missing,Yes,Yes,Yes,277,Medium Risk
AGENCY_4128,GUARD_91662,Uttar Pradesh,Employment Contract,Missing,Yes,Yes,Yes,189,Medium Risk
AGENCY_8817,GUARD_90006,Haryana,Bank Passbook,Submitted,Yes,Yes,Yes,234,Low Risk
AGENCY_9778,GUARD_69559,Delhi,Police Verification,Verified,Yes,No,Yes,281,High Risk
AGENCY_3258,GUARD_11052,Rajasthan,ESIC Registration,Expired,No,Yes,No,338,High Risk
AGENCY_9636,GUARD_74903,Haryana,ESIC Registration,Verified,Yes,Yes,No,101,Low Risk
AGENCY_5457,GUARD_74612,Uttar Pradesh,Medical Fitness,Verified,No,Yes,Yes,120,High Risk
AGENCY_6408,GUARD_33171,Rajasthan,Aadhaar Card,Submitted,Yes,Yes,No,362,Low Risk
AGENCY_7437,GUARD_59425,Uttar Pradesh,Medical Fitness,Verified,No,No,No,342,High Risk
AGENCY_8944,GUARD_28895,Haryana,Affidavit,Missing,Yes,Yes,Yes,53,Medium Risk
AGENCY_1547,GUARD_84129,Uttar Pradesh,GST Certificate,Verified,Yes,Yes,Yes,199,Low Risk
AGENCY_8121,GUARD_45776,Rajasthan,Bank Passbook,Verified,No,Yes,Yes,116,High Risk
AGENCY_4477,GUARD_48110,Rajasthan,Aadhaar Card,Expired,Yes,No,Yes,185,High Risk
AGENCY_8442,GUARD_96616,Punjab,ESIC Registration,Submitted,Yes,No,No,277,High Risk
AGENCY_4217,GUARD_22372,Delhi,Employment Contract,Expired,No,Yes,Yes,273,High Risk
AGENCY_6497,GUARD_28638,Haryana,Aadhaar Card,Missing,No,No,Yes,304,High Risk
AGENCY_7336,GUARD_26522,Haryana,Affidavit,Missing,Yes,No,No,303,High Risk
AGENCY_2650,GUARD_88525,Punjab,Affidavit,Submitted,No,Yes,No,309,High Risk
AGENCY_2664,GUARD_87687,Delhi,Training Certificate,Missing,No,Yes,Yes,130,High Risk
AGENCY_5007,GUARD_33430,Rajasthan,GST Certificate,Verified,Yes,Yes,No,172,Low Risk
AGENCY_1712,GUARD_21227,Delhi,Police Verification,Missing,Yes,No,Yes,149,High Risk
AGENCY_3792,GUARD_60424,Haryana,Character Certificate,Missing,Yes,Yes,Yes,335,Medium Risk
AGENCY_5086,GUARD_51736,Delhi,Aadhaar Card,Verified,Yes,Yes,No,72,Low Risk
AGENCY_8141,GUARD_26933,Haryana,Training Certificate,Submitted,No,Yes,Yes,351,High Risk
AGENCY_4375,GUARD_20918,Uttar Pradesh,Employment Contract,Submitted,Yes,No,Yes,228,High Risk
AGENCY_4092,GUARD_82280,Uttar Pradesh,Police Verification,Missing,No,No,No,109,High Risk
AGENCY_7983,GUARD_96798,Punjab,Police Verification,Expired,Yes,No,Yes,17,High Risk
AGENCY_1872,GUARD_39953,Rajasthan,ESIC Registration,Submitted,Yes,Yes,No,341,Low Risk
AGENCY_9516,GUARD_17351,Rajasthan,GST Certificate,Verified,No,Yes,Yes,103,High Risk
AGENCY_2087,GUARD_25177,Delhi,Employment Contract,Expired,No,No,No,278,High Risk
AGENCY_1339,GUARD_13200,Delhi,Affidavit,Expired,Yes,Yes,No,34,High Risk
AGENCY_1019,GUARD_24531,Uttar Pradesh,EPF Registration,Verified,No,No,Yes,167,High Risk
AGENCY_6138,GUARD_34258,Punjab,Training Certificate,Missing,Yes,No,Yes,263,High Risk
AGENCY_9230,GUARD_25614,Haryana,Bank Passbook,Missing,Yes,Yes,No,155,Medium Risk
AGENCY_7875,GUARD_63631,Punjab,Affidavit,Submitted,No,No,Yes,220,High Risk
AGENCY_2067,GUARD_95449,Rajasthan,GST Certificate,Verified,No,No,No,57,High Risk
AGENCY_9988,GUARD_19774,Punjab,Character Certificate,Verified,Yes,Yes,No,236,Low Risk
AGENCY_4649,GUARD_77379,Haryana,Employment Contract,Verified,Yes,Yes,Yes,304,Low Risk
AGENCY_8741,GUARD_31173,Punjab,Affidavit,Missing,No,No,No,190,High Risk
AGENCY_5763,GUARD_82429,Delhi,Affidavit,Expired,No,Yes,No,350,High Risk
AGENCY_6021,GUARD_40213,Punjab,Bank Passbook,Submitted,No,No,Yes,85,High Risk
AGENCY_7631,GUARD_26774,Uttar Pradesh,Character Certificate,Verified,Yes,Yes,Yes,212,Low Risk
AGENCY_7303,GUARD_50920,Haryana,Training Certificate,Missing,No,No,Yes,33,High Risk
AGENCY_7988,GUARD_31808,Haryana,Character Certificate,Submitted,No,Yes,No,103,High Risk
AGENCY_8801,GUARD_50789,Punjab,Affidavit,Verified,Yes,No,No,182,High Risk
AGENCY_3346,GUARD_64224,Uttar Pradesh,Police Verification,Verified,Yes,Yes,No,39,Low Risk
AGENCY_6844,GUARD_26656,Uttar Pradesh,Bank Passbook,Submitted,No,No,Yes,240,High Risk
AGENCY_3238,GUARD_25184,Uttar Pradesh,Police Verification,Verified,No,No,Yes,132,High Risk
AGENCY_8321,GUARD_76289,Rajasthan,Bank Passbook,Verified,Yes,No,No,202,High Risk
AGENCY_9798,GUARD_26689,Delhi,Bank Passbook,Submitted,No,Yes,No,208,High Risk
AGENCY_6298,GUARD_55305,Punjab,Training Certificate,Missing,Yes,No,No,111,High Risk
AGENCY_6544,GUARD_66537,Uttar Pradesh,Address Proof,Submitted,Yes,Yes,Yes,179,Low Risk
AGENCY_5515,GUARD_30633,Haryana,ESIC Registration,Submitted,No,No,No,217,High Risk
AGENCY_7062,GUARD_10275,Punjab,Employment Contract,Missing,Yes,Yes,Yes,197,Medium Risk
AGENCY_3100,GUARD_24726,Haryana,Address Proof,Expired,Yes,No,No,261,High Risk
AGENCY_9175,GUARD_15679,Punjab,Training Certificate,Verified,No,No,No,171,High Risk
AGENCY_5720,GUARD_21664,Rajasthan,Affidavit,Missing,No,No,Yes,41,High Risk
AGENCY_5079,GUARD_68000,Uttar Pradesh,Police Verification,Submitted,Yes,Yes,Yes,340,Low Risk
AGENCY_9728,GUARD_62329,Rajasthan,Police Verification,Missing,No,Yes,Yes,51,High Risk
AGENCY_6254,GUARD_59722,Delhi,Training Certificate,Verified,Yes,No,Yes,69,High Risk
AGENCY_8513,GUARD_55988,Haryana,Affidavit,Submitted,Yes,No,No,284,High Risk
AGENCY_2673,GUARD_87741,Punjab,Employment Contract,Verified,No,No,Yes,11,High Risk
AGENCY_8353,GUARD_88257,Punjab,Affidavit,Submitted,No,Yes,Yes,225,High Risk
AGENCY_2843,GUARD_15467,Rajasthan,Employment Contract,Verified,No,No,No,130,High Risk
AGENCY_2820,GUARD_68589,Punjab,Training Certificate,Expired,Yes,No,Yes,324,High Risk
AGENCY_8240,GUARD_95839,Uttar Pradesh,Shop Act License,Verified,Yes,Yes,No,295,Low Risk
AGENCY_2348,GUARD_57820,Uttar Pradesh,ESIC Registration,Submitted,No,Yes,Yes,271,High Risk
AGENCY_5105,GUARD_86076,Rajasthan,EPF Registration,Submitted,Yes,No,Yes,296,High Risk
AGENCY_5927,GUARD_89473,Rajasthan,Employment Contract,Submitted,Yes,No,Yes,93,High Risk
AGENCY_6311,GUARD_86748,Rajasthan,Shop Act License,Submitted,No,Yes,Yes,191,High Risk
AGENCY_1588,GUARD_52034,Delhi,Aadhaar Card,Missing,Yes,Yes,No,100,Medium Risk
AGENCY_5799,GUARD_34463,Haryana,Bank Passbook,Expired,No,Yes,No,244,High Risk
AGENCY_4188,GUARD_39127,Punjab,PAN Card,Submitted,No,Yes,No,198,High Risk
AGENCY_4785,GUARD_65820,Rajasthan,Police Verification,Missing,Yes,Yes,Yes,205,Medium Risk
AGENCY_5929,GUARD_33334,Uttar Pradesh,Affidavit,Verified,No,Yes,No,355,High Risk
AGENCY_5471,GUARD_42942,Uttar Pradesh,EPF Registration,Submitted,Yes,No,Yes,82,High Risk
AGENCY_1305,GUARD_50777,Haryana,Bank Passbook,Expired,No,Yes,Yes,295,High Risk
AGENCY_8442,GUARD_74002,Punjab,Affidavit,Submitted,No,Yes,Yes,29,High Risk
AGENCY_1766,GUARD_51144,Rajasthan,PAN Card,Submitted,No,No,No,21,High Risk
AGENCY_3023,GUARD_28100,Haryana,Shop Act License,Verified,Yes,Yes,Yes,232,Low Risk
AGENCY_8844,GUARD_76303,Uttar Pradesh,Aadhaar Card,Submitted,Yes,Yes,Yes,236,Low Risk
AGENCY_7526,GUARD_79010,Punjab,Aadhaar Card,Verified,Yes,No,Yes,124,High Risk
AGENCY_9058,GUARD_34419,Punjab,Training Certificate,Missing,No,No,Yes,33,High Risk
AGENCY_9194,GUARD_32626,Rajasthan,EPF Registration,Verified,No,No,Yes,242,High Risk
AGENCY_3534,GUARD_58111,Rajasthan,Training Certificate,Expired,Yes,Yes,Yes,349,High Risk
AGENCY_3166,GUARD_34656,Rajasthan,GST Certificate,Missing,No,No,Yes,110,High Risk
AGENCY_2047,GUARD_28984,Uttar Pradesh,Affidavit,Submitted,No,No,Yes,30,High Risk
AGENCY_8070,GUARD_78228,Delhi,Employment Contract,Expired,No,Yes,No,94,High Risk
AGENCY_8472,GUARD_49569,Haryana,GST Certificate,Missing,No,Yes,Yes,88,High Risk
AGENCY_2538,GUARD_16044,Delhi,Aadhaar Card,Verified,Yes,Yes,Yes,158,Low Risk
AGENCY_4074,GUARD_89684,Rajasthan,Affidavit,Expired,Yes,No,Yes,215,High Risk
AGENCY_7226,GUARD_22370,Punjab,ESIC Registration,Verified,Yes,Yes,No,117,Low Risk
AGENCY_4499,GUARD_90026,Delhi,Affidavit,Missing,No,Yes,Yes,323,High Risk
AGENCY_7985,GUARD_67097,Delhi,EPF Registration,Missing,Yes,No,No,128,High Risk
AGENCY_6940,GUARD_93077,Rajasthan,Employment Contract,Verified,No,No,No,130,High Risk
AGENCY_7310,GUARD_78891,Punjab,Aadhaar Card,Submitted,No,Yes,Yes,294,High Risk
AGENCY_5708,GUARD_12902,Uttar Pradesh,Affidavit,Verified,No,Yes,Yes,91,High Risk
AGENCY_2139,GUARD_83819,Uttar Pradesh,Aadhaar Card,Verified,No,No,No,331,High Risk
AGENCY_4719,GUARD_63007,Punjab,Training Certificate,Expired,No,No,No,324,High Risk
AGENCY_7473,GUARD_79653,Punjab,Affidavit,Verified,No,Yes,Yes,83,High Risk
AGENCY_5444,GUARD_92244,Delhi,Bank Passbook,Submitted,Yes,Yes,Yes,264,Low Risk
AGENCY_2853,GUARD_63787,Uttar Pradesh,Police Verification,Submitted,No,No,Yes,345,High Risk
AGENCY_9469,GUARD_50551,Punjab,Training Certificate,Expired,Yes,No,No,20,High Risk
AGENCY_7283,GUARD_92133,Uttar Pradesh,Character Certificate,Expired,No,No,No,180,High Risk
AGENCY_8360,GUARD_83815,Delhi,ESIC Registration,Missing,No,No,No,343,High Risk
AGENCY_9793,GUARD_52868,Haryana,Training Certificate,Missing,Yes,No,No,100,High Risk
AGENCY_6333,GUARD_71193,Uttar Pradesh,Address Proof,Expired,Yes,Yes,Yes,110,High Risk
AGENCY_1011,GUARD_12044,Haryana,Aadhaar Card,Submitted,Yes,Yes,No,247,Low Risk
AGENCY_8365,GUARD_71052,Uttar Pradesh,PAN Card,Expired,No,No,No,177,High Risk
AGENCY_3995,GUARD_70871,Uttar Pradesh,Employment Contract,Submitted,No,No,No,173,High Risk
AGENCY_5642,GUARD_82833,Uttar Pradesh,GST Certificate,Verified,No,No,No,290,High Risk
AGENCY_1930,GUARD_46102,Punjab,Aadhaar Card,Verified,Yes,No,Yes,269,High Risk
AGENCY_9409,GUARD_74528,Rajasthan,Address Proof,Verified,No,Yes,No,363,High Risk
AGENCY_9543,GUARD_62743,Punjab,PAN Card,Submitted,Yes,No,Yes,351,High Risk
AGENCY_4627,GUARD_68950,Haryana,Employment Contract,Expired,No,No,No,302,High Risk
AGENCY_4048,GUARD_64775,Rajasthan,Affidavit,Verified,No,No,No,121,High Risk
AGENCY_8142,GUARD_29189,Delhi,GST Certificate,Expired,Yes,Yes,No,358,High Risk
AGENCY_1387,GUARD_79968,Uttar Pradesh,Medical Fitness,Missing,Yes,No,No,219,High Risk
AGENCY_6723,GUARD_69595,Punjab,Employment Contract,Missing,Yes,No,Yes,202,High Risk
AGENCY_2801,GUARD_95189,Punjab,Character Certificate,Missing,No,No,Yes,60,High Risk
AGENCY_1991,GUARD_10420,Punjab,Police Verification,Expired,Yes,Yes,Yes,259,High Risk
AGENCY_8413,GUARD_74728,Punjab,Training Certificate,Submitted,No,Yes,No,103,High Risk
AGENCY_1662,GUARD_27469,Punjab,Character Certificate,Expired,No,Yes,No,5,High Risk
AGENCY_1816,GUARD_64362,Rajasthan,Aadhaar Card,Expired,No,No,No,189,High Risk
AGENCY_5423,GUARD_77040,Haryana,ESIC Registration,Submitted,No,Yes,No,163,High Risk
AGENCY_3858,GUARD_37692,Haryana,EPF Registration,Submitted,No,Yes,No,136,High Risk
AGENCY_2877,GUARD_91333,Punjab,GST Certificate,Missing,Yes,Yes,Yes,227,Medium Risk
AGENCY_3590,GUARD_79257,Punjab,ESIC Registration,Expired,No,Yes,No,133,High Risk
AGENCY_4235,GUARD_18145,Uttar Pradesh,Aadhaar Card,Verified,No,Yes,Yes,345,High Risk
AGENCY_3425,GUARD_43274,Punjab,ESIC Registration,Expired,Yes,Yes,Yes,51,High Risk
AGENCY_7528,GUARD_89563,Delhi,EPF Registration,Missing,Yes,Yes,Yes,360,Medium Risk
AGENCY_7857,GUARD_25565,Uttar Pradesh,Bank Passbook,Expired,Yes,No,No,322,High Risk
AGENCY_9731,GUARD_50233,Uttar Pradesh,GST Certificate,Missing,No,No,No,347,High Risk
AGENCY_9697,GUARD_22543,Delhi,Police Verification,Expired,Yes,No,No,60,High Risk
AGENCY_1638,GUARD_78430,Uttar Pradesh,Employment Contract,Missing,Yes,Yes,No,197,Medium Risk
AGENCY_5238,GUARD_86003,Delhi,Training Certificate,Submitted,No,No,Yes,350,High Risk
AGENCY_1053,GUARD_18132,Rajasthan,Aadhaar Card,Missing,Yes,Yes,No,320,Medium Risk
AGENCY_7356,GUARD_89093,Haryana,Aadhaar Card,Verified,Yes,Yes,Yes,338,Low Risk
AGENCY_8630,GUARD_78620,Haryana,PAN Card,Expired,Yes,Yes,Yes,298,High Risk
AGENCY_3192,GUARD_50983,Uttar Pradesh,PAN Card,Verified,Yes,No,No,53,High Risk
AGENCY_3847,GUARD_31138,Rajasthan,ESIC Registration,Missing,Yes,Yes,No,11,Medium Risk
AGENCY_3645,GUARD_34171,Haryana,Training Certificate,Submitted,Yes,No,Yes,47,High Risk
AGENCY_7431,GUARD_37501,Delhi,Affidavit,Verified,No,No,Yes,155,High Risk
AGENCY_1217,GUARD_42468,Delhi,Training Certificate,Missing,Yes,Yes,Yes,236,Medium Risk
AGENCY_1821,GUARD_95733,Punjab,PAN Card,Verified,No,No,No,33,High Risk
AGENCY_6584,GUARD_11851,Delhi,Affidavit,Missing,No,No,No,137,High Risk
AGENCY_5003,GUARD_82459,Rajasthan,Aadhaar Card,Expired,Yes,Yes,Yes,140,High Risk
AGENCY_8267,GUARD_22266,Haryana,Police Verification,Expired,Yes,Yes,No,66,High Risk
AGENCY_7712,GUARD_20625,Delhi,PAN Card,Expired,No,Yes,No,170,High Risk
AGENCY_4760,GUARD_25934,Delhi,Shop Act License,Verified,No,Yes,No,177,High Risk
AGENCY_4832,GUARD_83484,Rajasthan,Affidavit,Expired,No,No,Yes,136,High Risk
AGENCY_2296,GUARD_59220,Rajasthan,Character Certificate,Expired,Yes,No,Yes,298,High Risk
AGENCY_3472,GUARD_43726,Haryana,Bank Passbook,Expired,No,Yes,No,178,High Risk
AGENCY_9419,GUARD_11034,Delhi,Bank Passbook,Missing,Yes,No,No,206,High Risk
AGENCY_9806,GUARD_10036,Uttar Pradesh,Training Certificate,Missing,Yes,No,Yes,23,High Risk
AGENCY_4764,GUARD_39497,Uttar Pradesh,Bank Passbook,Verified,No,Yes,Yes,71,High Risk
AGENCY_2344,GUARD_50066,Rajasthan,GST Certificate,Missing,No,No,No,256,High Risk
AGENCY_4613,GUARD_14068,Punjab,EPF Registration,Submitted,Yes,No,Yes,160,High Risk
AGENCY_6200,GUARD_64913,Punjab,Character Certificate,Verified,Yes,No,Yes,74,High Risk
AGENCY_6155,GUARD_62682,Punjab,PAN Card,Expired,Yes,Yes,No,155,High Risk
AGENCY_6890,GUARD_52387,Punjab,Employment Contract,Submitted,Yes,Yes,Yes,333,Low Risk
AGENCY_2701,GUARD_79433,Rajasthan,Bank Passbook,Verified,Yes,Yes,No,232,Low Risk
AGENCY_7972,GUARD_59284,Punjab,Aadhaar Card,Expired,No,Yes,No,60,High Risk
AGENCY_1797,GUARD_33069,Rajasthan,Training Certificate,Submitted,Yes,No,Yes,284,High Risk
AGENCY_3366,GUARD_35921,Delhi,Police Verification,Expired,Yes,Yes,No,294,High Risk
AGENCY_8871,GUARD_61738,Uttar Pradesh,Employment Contract,Missing,No,Yes,No,77,High Risk
AGENCY_1654,GUARD_39744,Delhi,Aadhaar Card,Verified,Yes,No,Yes,158,High Risk
AGENCY_4311,GUARD_16515,Punjab,Address Proof,Submitted,Yes,No,No,29,High Risk
AGENCY_8330,GUARD_29152,Rajasthan,PAN Card,Expired,No,No,Yes,105,High Risk
AGENCY_7120,GUARD_42268,Rajasthan,Medical Fitness,Expired,No,Yes,No,216,High Risk
AGENCY_9656,GUARD_98286,Uttar Pradesh,ESIC Registration,Missing,No,No,Yes,207,High Risk
AGENCY_5975,GUARD_16783,Delhi,GST Certificate,Expired,Yes,No,No,342,High Risk
AGENCY_3335,GUARD_76929,Uttar Pradesh,Bank Passbook,Missing,Yes,No,No,258,High Risk
AGENCY_9987,GUARD_83842,Uttar Pradesh,PAN Card,Verified,No,Yes,No,8,High Risk
AGENCY_7990,GUARD_21638,Haryana,Bank Passbook,Verified,Yes,Yes,Yes,264,Low Risk
AGENCY_3392,GUARD_86371,Haryana,Character Certificate,Submitted,Yes,No,Yes,229,High Risk
AGENCY_6745,GUARD_94517,Uttar Pradesh,Character Certificate,Submitted,No,Yes,Yes,171,High Risk
AGENCY_8382,GUARD_65251,Rajasthan,GST Certificate,Submitted,Yes,Yes,No,133,Low Risk
AGENCY_3122,GUARD_78479,Punjab,Bank Passbook,Missing,No,Yes,No,37,High Risk
AGENCY_7787,GUARD_66345,Rajasthan,Bank Passbook,Submitted,Yes,Yes,Yes,242,Low Risk
AGENCY_3705,GUARD_81583,Punjab,Medical Fitness,Expired,No,No,Yes,253,High Risk
AGENCY_6761,GUARD_42620,Rajasthan,PAN Card,Expired,No,Yes,Yes,262,High Risk
AGENCY_5682,GUARD_26305,Punjab,EPF Registration,Missing,Yes,No,No,186,High Risk
AGENCY_1728,GUARD_77000,Haryana,Affidavit,Expired,No,No,No,247,High Risk
AGENCY_2417,GUARD_68382,Punjab,GST Certificate,Verified,No,No,Yes,228,High Risk
AGENCY_5503,GUARD_65712,Punjab,Bank Passbook,Submitted,No,Yes,Yes,111,High Risk
AGENCY_8091,GUARD_39276,Delhi,Police Verification,Submitted,Yes,Yes,Yes,264,Low Risk
AGENCY_1956,GUARD_65311,Delhi,Aadhaar Card,Missing,Yes,Yes,Yes,161,Medium Risk
AGENCY_5356,GUARD_97105,Delhi,Address Proof,Submitted,Yes,Yes,Yes,172,Low Risk
AGENCY_2101,GUARD_82053,Rajasthan,Shop Act License,Missing,No,Yes,Yes,249,High Risk
AGENCY_2503,GUARD_18765,Delhi,Training Certificate,Submitted,No,Yes,Yes,95,High Risk
AGENCY_1201,GUARD_29711,Uttar Pradesh,Medical Fitness,Submitted,No,Yes,No,194,High Risk
AGENCY_8757,GUARD_98937,Rajasthan,Shop Act License,Missing,Yes,No,Yes,157,High Risk
AGENCY_2786,GUARD_34643,Haryana,EPF Registration,Submitted,No,No,Yes,68,High Risk
AGENCY_3796,GUARD_57503,Uttar Pradesh,Training Certificate,Submitted,No,Yes,No,333,High Risk
AGENCY_8057,GUARD_57239,Delhi,ESIC Registration,Submitted,Yes,No,Yes,125,High Risk
AGENCY_2351,GUARD_69551,Rajasthan,Character Certificate,Missing,Yes,Yes,No,208,Medium Risk
AGENCY_5512,GUARD_47392,Rajasthan,Employment Contract,Submitted,No,Yes,No,3,High Risk
AGENCY_7191,GUARD_40983,Punjab,GST Certificate,Verified,Yes,No,No,160,High Risk
AGENCY_6332,GUARD_76755,Punjab,GST Certificate,Verified,No,Yes,Yes,84,High Risk
AGENCY_8927,GUARD_49982,Haryana,EPF Registration,Expired,No,Yes,No,209,High Risk
AGENCY_5568,GUARD_78485,Punjab,ESIC Registration,Submitted,No,No,Yes,34,High Risk
AGENCY_3470,GUARD_63047,Uttar Pradesh,EPF Registration,Missing,Yes,Yes,No,269,Medium Risk
AGENCY_7362,GUARD_68170,Rajasthan,Training Certificate,Expired,Yes,Yes,No,149,High Risk
AGENCY_3365,GUARD_63064,Rajasthan,GST Certificate,Expired,Yes,Yes,Yes,253,High Risk
AGENCY_9671,GUARD_17926,Uttar Pradesh,EPF Registration,Expired,No,Yes,No,352,High Risk
AGENCY_9165,GUARD_39833,Punjab,Training Certificate,Missing,No,No,No,83,High Risk
AGENCY_4227,GUARD_74899,Delhi,Shop Act License,Submitted,Yes,Yes,Yes,307,Low Risk
AGENCY_9204,GUARD_78583,Punjab,Character Certificate,Verified,No,No,No,298,High Risk
AGENCY_9133,GUARD_72643,Uttar Pradesh,Shop Act License,Missing,No,No,Yes,324,High Risk
AGENCY_5596,GUARD_35240,Punjab,Employment Contract,Expired,Yes,No,Yes,261,High Risk
AGENCY_2886,GUARD_28234,Delhi,Aadhaar Card,Verified,No,Yes,No,189,High Risk
AGENCY_7105,GUARD_17922,Haryana,Training Certificate,Expired,Yes,Yes,Yes,336,High Risk
AGENCY_3446,GUARD_45704,Uttar Pradesh,Character Certificate,Expired,No,Yes,Yes,23,High Risk
AGENCY_2605,GUARD_55249,Delhi,Character Certificate,Expired,No,Yes,No,180,High Risk
AGENCY_7952,GUARD_46644,Haryana,Bank Passbook,Expired,No,Yes,No,362,High Risk
AGENCY_1353,GUARD_15189,Rajasthan,Training Certificate,Missing,Yes,No,No,64,High Risk
AGENCY_2896,GUARD_28644,Rajasthan,Character Certificate,Expired,No,Yes,Yes,63,High Risk
AGENCY_9209,GUARD_96213,Delhi,ESIC Registration,Expired,Yes,Yes,No,79,High Risk
AGENCY_9361,GUARD_71297,Uttar Pradesh,Shop Act License,Verified,No,No,No,42,High Risk
AGENCY_1810,GUARD_70246,Delhi,Aadhaar Card,Verified,Yes,No,Yes,193,High Risk
AGENCY_5775,GUARD_35857,Punjab,GST Certificate,Submitted,No,Yes,Yes,98,High Risk
AGENCY_1541,GUARD_75295,Haryana,Aadhaar Card,Expired,Yes,Yes,Yes,329,High Risk
AGENCY_5416,GUARD_21066,Punjab,GST Certificate,Missing,No,Yes,Yes,45,High Risk
AGENCY_4249,GUARD_40196,Delhi,Affidavit,Expired,No,Yes,Yes,140,High Risk
AGENCY_5078,GUARD_99849,Haryana,Affidavit,Missing,Yes,Yes,No,165,Medium Risk
AGENCY_5408,GUARD_77064,Haryana,Address Proof,Missing,Yes,Yes,Yes,345,Medium Risk
AGENCY_3945,GUARD_10164,Delhi,Training Certificate,Submitted,Yes,No,No,84,High Risk
AGENCY_3292,GUARD_74152,Rajasthan,Bank Passbook,Missing,No,No,No,290,High Risk
AGENCY_8563,GUARD_22522,Delhi,Address Proof,Submitted,No,No,Yes,46,High Risk
AGENCY_2941,GUARD_87429,Uttar Pradesh,ESIC Registration,Verified,No,Yes,No,357,High Risk
AGENCY_7973,GUARD_43703,Haryana,Medical Fitness,Verified,Yes,Yes,No,251,Low Risk
AGENCY_8710,GUARD_28917,Punjab,Bank Passbook,Verified,No,Yes,No,130,High Risk
AGENCY_1839,GUARD_55727,Punjab,Character Certificate,Submitted,No,No,Yes,105,High Risk
AGENCY_8351,GUARD_64182,Rajasthan,Aadhaar Card,Verified,No,No,Yes,54,High Risk
AGENCY_2487,GUARD_93037,Rajasthan,ESIC Registration,Verified,Yes,No,No,170,High Risk
AGENCY_4769,GUARD_79946,Punjab,Bank Passbook,Missing,No,No,Yes,322,High Risk
AGENCY_9728,GUARD_71433,Rajasthan,Shop Act License,Expired,No,No,No,310,High Risk
AGENCY_8229,GUARD_92767,Haryana,Shop Act License,Verified,No,No,Yes,136,High Risk
AGENCY_3075,GUARD_94243,Haryana,EPF Registration,Verified,No,No,No,340,High Risk
AGENCY_3113,GUARD_21557,Haryana,Character Certificate,Missing,No,No,No,353,High Risk
AGENCY_7149,GUARD_82116,Punjab,PAN Card,Submitted,No,Yes,No,324,High Risk
AGENCY_7566,GUARD_90101,Haryana,Bank Passbook,Verified,No,No,Yes,358,High Risk
AGENCY_6703,GUARD_38467,Delhi,GST Certificate,Expired,Yes,Yes,No,162,High Risk
AGENCY_3343,GUARD_60869,Rajasthan,EPF Registration,Expired,Yes,Yes,Yes,110,High Risk
AGENCY_3343,GUARD_53693,Haryana,Shop Act License,Expired,No,No,Yes,255,High Risk
AGENCY_6824,GUARD_53873,Punjab,ESIC Registration,Submitted,Yes,No,Yes,45,High Risk
AGENCY_1435,GUARD_22050,Delhi,Address Proof,Missing,Yes,No,No,47,High Risk
AGENCY_7598,GUARD_50976,Haryana,Aadhaar Card,Missing,No,No,No,155,High Risk
AGENCY_8203,GUARD_76260,Punjab,PAN Card,Submitted,No,No,No,76,High Risk
AGENCY_8160,GUARD_25259,Uttar Pradesh,Affidavit,Missing,Yes,No,No,42,High Risk
AGENCY_7358,GUARD_62801,Rajasthan,Bank Passbook,Verified,No,Yes,No,280,High Risk
AGENCY_5215,GUARD_37826,Uttar Pradesh,Address Proof,Verified,No,No,Yes,101,High Risk
AGENCY_3252,GUARD_58853,Punjab,Police Verification,Verified,No,Yes,Yes,22,High Risk
AGENCY_2777,GUARD_10735,Haryana,EPF Registration,Submitted,Yes,No,Yes,87,High Risk
AGENCY_1594,GUARD_37762,Rajasthan,PAN Card,Submitted,No,No,Yes,144,High Risk
AGENCY_6975,GUARD_19731,Punjab,Police Verification,Missing,No,Yes,No,196,High Risk
AGENCY_9827,GUARD_36511,Punjab,PAN Card,Missing,No,No,No,294,High Risk
AGENCY_1588,GUARD_86911,Punjab,GST Certificate,Missing,Yes,No,No,234,High Risk
AGENCY_6334,GUARD_87842,Rajasthan,ESIC Registration,Missing,No,No,Yes,147,High Risk
AGENCY_8969,GUARD_41439,Punjab,Character Certificate,Verified,Yes,Yes,No,66,Low Risk
AGENCY_5997,GUARD_46644,Delhi,Shop Act License,Missing,Yes,No,No,39,High Risk
AGENCY_7831,GUARD_48305,Punjab,GST Certificate,Expired,No,No,Yes,80,High Risk
AGENCY_6001,GUARD_78080,Rajasthan,Shop Act License,Missing,Yes,Yes,No,99,Medium Risk
AGENCY_5164,GUARD_50322,Punjab,Bank Passbook,Expired,Yes,Yes,No,233,High Risk
AGENCY_9140,GUARD_50802,Uttar Pradesh,Shop Act License,Verified,Yes,No,Yes,236,High Risk
